year,scope,n,mom_1,mom_2,mom_3,mom_4,mom_5,mom_6,mom_7,mom_8,mom_9,mom_10,mom_11,mom_12,pi
2018,panic,5000,6.085180623830187,3.9328908045589905,2.604588627972571,10.4780686096203,4.308086154266603,2.3976690378052177,3.1687439662688326,8.27333162028541,2.721521105759597,8.28751646564331,21.070031598390436,14.75017553832807,56.36889625507484
2018,long_leg,1200,1.3612000078871425,1.0440625869797107,1.4438312686013435,4.654612735120153,1.9982145244496679,0.9378611344239588,1.4618543700411033,4.366052304800181,1.4952771728293714,2.642212223930832,9.075036538269456,5.169071872321252,14.091817191510922
2019,overall,12000,10.992189819637797,7.720018812685093,7.063373764029567,22.14803732311057,10.602887283388437,6.750954552145055,8.307950594368169,23.172582624416123,9.003071351817301,22.842367177899504,49.53626074689743,35.04965582093247,169.64410305317767
2019,calm,9000,6.569405380899631,5.640519654145297,4.748345446920124,12.512503165823627,6.940231749504427,4.513339797598556,5.483127322112979,15.684762254863541,6.610460508644171,16.449145069631648,37.75826455628769,26.20047814026604,101.05292734972991
2019,panic,3000,4.422784438738135,2.079499158539816,2.3150283171094364,9.63553415728685,3.66265553388397,2.237614754546483,2.82482327225514,7.487820369552671,2.3926108431731277,6.393222108267834,11.777996190609704,8.849177680666612,68.59117570344814
2019,long_leg,1200,1.3750789016301785,0.9836863796056721,1.882737932153152,4.045374062088076,2.014032486543942,1.1725572954860009,1.6057975696229212,3.810770505495382,1.4505057250427182,3.0685001659639157,10.645469590558672,6.795931672979038,21.066182465602328
2020,overall,12000,26.015931370972794,15.329589492494312,22.444593908599114,33.489274442114024,19.634409199462795,13.176817573885542,23.31364468162648,33.680343307430014,12.907960298584207,31.717301617687543,64.55344239516702,55.380253149352846,201.5764986269215
2020,calm,7000,6.6236468996125755,4.8641783133122996,10.402131471241987,12.21046614560137,7.4784080767319825,7.478184772539001,12.590068699377568,17.3566623223793,7.491200223158808,18.20715820838993,38.57618120680599,32.17042802466838,131.21883992522723
2020,panic,5000,19.392284471360327,10.465411179182034,12.042462437357194,21.278808296512295,12.156001122730748,5.698632801346556,10.723575982249061,16.323680985051006,5.4167600754253815,13.510143409297601,25.97726118836133,23.209825124685,70.35765870169317
2020,long_leg,1200,7.231994681495037,4.853257047236688,8.060286632837572,7.568710527082188,4.806114415287321,2.7830746525639243,6.724363981361105,10.109679399110483,3.727901230149248,7.562509215827203,14.320360250288712,12.996116824636896,31.13832661121461
2021,overall,12000,9.886566869035619,6.02636807408508,10.808155139414099,22.94236699979984,12.063947984717906,9.860156750367217,13.143589890032876,18.005825699108154,13.308811673884454,15.376157938247475,82.75779971389997,70.98627238049244,123.25896206043917
2021,calm,12000,9.886566869035619,6.02636807408508,10.808155139414099,22.94236699979984,12.063947984717906,9.860156750367217,13.143589890032876,18.005825699108154,13.308811673884454,15.376157938247475,82.75779971389997,70.98627238049244,123.25896206043917
2021,long_leg,1200,1.5336020402745594,1.8252476728960865,2.4695192632613425,4.312370248532075,2.212252399911035,1.8557066874841819,2.370778877070925,3.1319272836744902,2.4824578290400905,2.8333783273271225,18.361745631366997,12.862489607463568,16.272886383558063
2022,overall,12000,42.11861809143102,12.47640347822783,14.754934951803381,36.51502710923599,22.557743664995385,21.671602942162693,24.72486157616982,57.76424493562751,29.147331454552333,42.21760931318074,49.76260427256623,53.14371740857297,121.75197616604041
2022,panic,12000,42.11861809143102,12.47640347822783,14.754934951803381,36.51502710923599,22.557743664995385,21.671602942162693,24.72486157616982,57.76424493562751,29.147331454552333,42.21760931318074,49.76260427256623,53.14371740857297,121.75197616604041
2022,long_leg,1200,8.07811297592298,3.06259862431223,3.861163871949985,10.53949080646969,6.1517039387513215,6.204797418051118,8.259420971570636,22.730303194042243,12.496591688963207,16.626223664234338,9.78453514749495,15.873080275538154,15.847378506750232
2023,overall,12000,15.23048625505457,8.529410510300602,9.072056355154121,18.252846568373045,12.025164623298922,8.311623013832182,10.815515643140822,21.539731663466647,17.92659102402167,15.44156309538181,27.86122771669293,32.701513495295124,84.94061790849088
2023,calm,8000,8.010392934586744,5.328361357866251,5.973552457064903,12.794578460717974,8.41012740444687,5.192560144875453,6.981675775348238,13.48947932443591,11.55533084933751,8.748831683757682,17.175535944572534,19.65253193103686,72.69426124448391
2023,panic,4000,7.220093320467877,3.201049152434346,3.098503898089202,5.458268107655004,3.615037218852085,3.119062868956687,3.833839867792596,8.050252339030754,6.371260174684194,6.692731411624169,10.68569177212038,13.048981564258273,12.246356664007203
2023,long_leg,1200,1.8492216986418444,1.956875811066016,2.3325741714665664,3.0009945745887334,1.8143873105938884,1.6815007178914616,1.706634099250554,3.429867007165212,3.159158176573519,2.385573087936283,5.013256551027856,6.080445480774878,11.757902284166674
2024,overall,12000,13.373140374814522,10.421586921266648,12.11511772241432,14.963448294017283,10.999117058564966,10.931319688139926,7.958141851765264,16.78593358534961,8.951420227921373,17.417310226775754,40.394080295088585,42.87985428867347,164.2446442993635
2024,calm,12000,13.373140374814522,10.421586921266648,12.11511772241432,14.963448294017283,10.999117058564966,10.931319688139926,7.958141851765264,16.78593358534961,8.951420227921373,17.417310226775754,40.394080295088585,42.87985428867347,164.2446442993635
2024,long_leg,1200,1.5037384820710324,2.720165369020192,2.6202863611836014,3.0483931975646814,1.7029782178420871,2.0548140809142246,1.3446093813541342,3.0558101296932905,2.0895420315575106,2.8949918735559863,7.5804327697666505,7.394924071734139,19.517384788751524
2025,overall,11000,15.168775670725159,9.815554226490118,15.79713226056958,22.792011253356392,17.250476118481185,9.064411320450635,13.94370113248293,22.52629414119166,9.938502927080615,21.129901226129924,33.31942656872294,37.60929894274007,158.4411453885009
2025,calm,9000,11.195282006743982,8.209134045874261,11.16627277162292,17.27235601465668,13.578719055530597,7.148265702279848,10.711780591950616,18.729194935303305,8.003246662950934,17.83534914984982,26.290943438861422,30.86742722813307,91.70141911577906
2025,panic,2000,3.9734936639812113,1.6064201806159026,4.630859488946652,5.519655238699749,3.6717570629505976,1.9161456181707663,3.2319205405322755,3.7970992058885007,1.9352562641296842,3.294552076280105,7.028483129861583,6.741871714607242,66.73972627272215
2025,long_leg,1100,1.7360507903390678,2.7048993993625285,2.3343369772647606,3.5984865002865636,2.293854810893887,1.5255997698498807,2.2058837673969665,4.33889450130604,2.228010296862551,3.247659639054669,5.689134301828865,6.7125976436392945,16.28836303074423
