date,strat_ret,bench_ret,mom12_ret,pi
2000-01-31,0.3576869658625716,0.0077496325941928,0.3419466716971986,1.0
2000-02-29,-0.1387285753466119,0.0796149973938655,-0.1377282765907723,0.4798195202050928
2000-03-31,-0.0915189614230313,-0.0405194255563944,-0.1419097920895844,0.0365179670348283
2000-04-28,-0.1467215352323419,-0.0320544961128126,-0.1561024100577203,1.0
2000-05-31,0.1390848655941905,0.0331439072151696,0.1584618487269624,1.0
2000-06-30,-0.0907470402008092,-0.0178548493953622,-0.0730375403032717,1.0
2000-07-31,0.2218145727210298,0.0732066014923398,0.2291894344267301,1.0
2000-08-31,-0.0311735296110601,-0.047001277337332,-0.0531737391075354,0.0753902230410926
2000-09-29,-0.1444028274089916,-0.0140284825043204,-0.1470561694601689,1.0
2000-10-31,-0.3221678956922393,-0.0945469394742169,-0.3244094996907964,1.0
2000-11-30,-0.0168739782552736,0.0135011560789895,0.0677989736880517,1.0
2000-12-29,0.1922068014803533,0.028349524585594,-0.0597133265875583,1.0
2001-01-31,-0.1841675534871709,-0.0949799621790707,-0.074723715194774,1.0
2001-02-28,-0.1243533628713632,-0.068160510257129,-0.0775750104599862,1.0
2001-03-30,0.1699740727252837,0.0822451876030955,0.0458217884572746,1.0
2001-04-30,-0.0692257322656183,0.0067876876234718,0.0254863782510427,1.0
2001-05-31,-0.0501623819778364,-0.0208705115646072,-0.0096395430483226,1.0
2001-06-29,-0.0228367399777845,-0.0143949429616494,-0.0274514243665261,1.0
2001-07-31,-0.1560161283859412,-0.0628630215538546,-0.0366413133643098,1.0
2001-08-31,-0.2049445348615325,-0.0839664343223447,-0.0479844899146059,1.0
2001-09-28,0.1271346299608823,0.0221338780912963,-0.0263560739645906,1.0
2001-10-31,0.2152609116445546,0.0771467693392404,0.0411082850028118,1.0
2001-11-30,0.0357362228298085,0.0126540751040137,0.0292292554640235,1.0
2001-12-31,0.0213110586661838,-0.0122740625907984,-0.0174303129765476,1.0
2002-01-31,-0.0584155588516178,-0.0195052327663301,-0.0681797432345739,0.9999770842754698
2002-02-28,0.0223863526806747,0.0403564735543465,0.0383802904127885,0.999999958796515
2002-03-28,-0.1256280669352838,-0.0550942815428693,-0.000619610599277,0.9965282475833896
2002-04-30,-0.0198289119368653,-0.0098586137060139,-0.0150490598788288,0.99999999580959
2002-05-31,-0.0830747210494174,-0.0721030718188004,-0.0261883312260999,0.9999999587148584
2002-06-28,-0.045246343323267,-0.0739707532913974,-0.0868681205526261,1.0
2002-07-31,-0.0290674321519133,0.0070625913409269,0.014353134207874,1.0
2002-08-30,-0.170560685862833,-0.1032356426625465,-0.0162611819836087,1.0
2002-09-30,0.0878169387504949,0.0830194435754478,0.0121478368925649,1.0
2002-10-31,0.0777936412963657,0.056638477839282,0.0195155935350203,1.0
2002-11-29,-0.032106156577895,-0.0571815709930889,-0.0361513128463337,1.0
2002-12-31,-0.0182860410303503,-0.0263159451878669,-0.0134970353365336,1.0
2003-01-31,0.024372432042742,-0.0174204673450075,-0.0147817080051589,1.0
2003-02-28,0.0057994210014402,0.0121355887389687,0.0215251983994375,1.0
2003-03-31,0.1493371461459475,0.0806971512862272,0.0461559181716056,1.0
2003-04-30,0.1207637313871035,0.0568623274917855,0.0633113016978229,0.9999999989466792
2003-05-30,0.0197221811169422,0.0135206910292488,0.019981059639823,0.3116752412301666
2003-06-30,0.05187249955426,0.0201860409862629,0.0336836479894331,0.0187006838385957
2003-07-31,0.0307544706398703,0.0222078626442112,0.0132157597734054,0.0024339708503225
2003-08-29,-0.0076828685151783,-0.0123010409057525,-0.0156925365312472,0.0017745303975133
2003-09-30,0.0600365227591905,0.0585989647406233,0.1067716387950793,0.0019016519230602
2003-10-31,0.0029267435488695,0.0124535123300622,0.0301429918535298,0.0017532442862706
2003-11-28,0.0200571879281854,0.0454094464861372,-0.0210144249958463,0.0017473275526582
2003-12-31,0.0315804330964333,0.0194600305362903,0.0267172685290401,0.001747091563863
2004-01-30,0.0123313031850761,0.0152906913605361,0.0077196632476961,0.0014996187445776
2004-02-27,-0.0096391974756,-0.0138644400957248,-0.0029715608487213,0.0014996185292197
2004-03-31,-0.0596247267466887,-0.0155375789090336,-0.0615608290289951,0.0017353204854512
2004-04-30,0.0531954145288227,0.0125695946328627,0.0284696049835023,0.0098503521675133
2004-05-28,0.0234528397965409,0.0174434813709328,0.0236233851064179,0.0034549659243875
2004-06-30,-0.094687026191243,-0.0362965680072597,-0.0847654407599553,0.0015669229155264
2004-07-30,-0.0174345361999202,0.0029958872089304,-0.0180737508754095,0.0140633186479645
2004-08-31,0.0765430125992303,0.0136692865318485,0.0748075886619768,0.0133080169423041
2004-09-30,0.0379911614225098,0.0143711756036489,0.0261686888365091,0.0026506569425962
2004-10-29,0.0252323665750542,0.0426453465310327,0.0893289596922433,0.0015392141037823
2004-11-30,0.0424057308104977,0.0351411000072755,0.0200373321252181,0.0015009796782174
2004-12-31,-0.0146384337300658,-0.0237959444990467,-0.0419471085590586,0.0014996653248972
2005-01-31,0.0534353010601785,0.0212488701292363,0.0354355672836981,0.0038627770753789
2005-02-28,-0.0108717026737206,-0.0163878994206372,-0.0174261317434889,0.0014428662687577
2005-03-31,-0.0591542804018995,-0.02002601154908,-0.0544353867389546,0.0026008801445732
2005-04-29,0.0529368302428605,0.035706282065307,0.0551110406906186,0.0400355453095008
2005-05-31,0.036358042709813,0.0042385405358916,0.0566823781814801,0.0030246559133125
2005-06-30,0.0536193373881702,0.0389181720051882,0.0681426433730691,0.0014061319610129
2005-07-29,0.0027121771418779,-0.0083031830586343,0.0143251475795924,0.0013502311301714
2005-08-31,0.0281562427763005,0.0079868397728575,0.027052424324971,0.0013786944974837
2005-09-30,-0.0171391445249107,-0.0156348726004526,-0.026315477142778,0.0013492829094684
2005-10-31,0.0412909549418602,0.0383216900213038,0.0430749234583853,0.002508699091038
2005-11-30,0.0089311100099822,0.0005115390707437,0.0275963369665983,0.0013882798828614
2005-12-30,0.082826129992242,0.0279715440339776,0.075647765528887,0.0013496147529063
2006-01-31,-0.0321487977115446,0.0009388662526146,-0.0723700015865186,0.0012321055454789
2006-02-28,0.0010219172629977,0.0154919704323567,0.0431732134232609,0.0012209057019919
2006-03-31,0.0110031405314091,0.0116423701486804,0.0157905993144932,0.001231677073396
2006-04-28,-0.060857812286676,-0.0290976959695534,-0.0913642051610805,0.0012320492712255
2006-05-31,0.021360811437472,0.0014386048381113,-0.0093477807664658,0.0054248394572303
2006-06-30,-0.047065762108389,0.0001910564967676,-0.0579277007353927,0.0063061938503317
2006-07-31,0.0171083535882229,0.0238874528720384,-0.0267662044234906,0.0078777899844396
2006-08-31,0.0218864134991305,0.0236744159822468,0.0156262737519983,0.0015715771249841
2006-09-29,0.0532329180428446,0.0336589210262464,0.0523711660550058,0.0012437908258066
2006-10-31,0.0629225774904645,0.0200119309827715,0.0182236769429287,0.0012324677151536
2006-11-30,-0.0096796135629975,0.0129675601660587,0.002889839780412,0.0012320765927692
2006-12-29,0.036333970896944,0.0188208067517479,0.0345048709957529,0.0012320630796768
2007-01-31,-0.0168705395068184,-0.0168968827921676,-0.0282790432568086,0.0011342555637497
2007-02-28,0.0073409956190406,0.0113918436798998,0.0369077836266847,0.001436274794566
2007-03-30,0.0500733861730031,0.0420038510489061,0.0314655319244001,0.0011343437011764
2007-04-30,0.020024051883322,0.0362293354673616,0.0624271315785396,0.0011342584731994
2007-05-31,-0.0240977649435728,-0.0163918772042452,-0.0160688781942179,0.0011342556457064
2007-06-29,-0.0372040774146214,-0.0304150218717152,-0.0162983760065904,0.0014846729306377
2007-07-31,0.0159396151588679,0.0144827995705175,0.0222059417260724,0.0392891251505677
2007-08-31,0.0876602904675655,0.0376594698574962,0.0852614247035068,0.0177669760933711
2007-09-28,0.0108501385974772,0.0216152883173447,0.0849298541182245,0.0017117199365175
2007-10-31,-0.0962039006713087,-0.0418047025883487,-0.070032944537515,0.0011540279272279
2007-11-30,0.0435481432172491,-0.0063380726818334,0.0432774157703615,0.0663966613552868
2007-12-31,0.004834690009415,-0.0603834327237527,-0.1455921298356135,0.3231510093436529
2008-01-31,-0.0393847631688371,-0.0289502393619078,0.0291169166450577,0.9999999437637038
2008-02-29,-0.015874593877143,-0.0069967881096379,-0.0047728213089705,0.99999999999949
2008-03-31,0.0880055533576434,0.0489209143095841,0.113862164066852,0.9999999999999926
2008-04-30,0.0652179116511624,0.0177137474379979,0.0721556667623799,0.9999995350394114
2008-05-30,-0.0463948134576535,-0.0817999057920688,0.0071769515601545,0.9997353972419945
2008-06-30,0.0199931182441791,-0.0092166076440814,-0.1205995089846918,1.0
2008-07-31,-0.0021929398622728,0.0141778057544582,-0.0352058008807786,1.0
2008-08-29,-0.2201892928737706,-0.0901911002556286,-0.2062358605329242,1.0
2008-09-30,-0.209257430185746,-0.1675943325881667,-0.1634497352439146,1.0
2008-10-31,-0.1409003083687616,-0.0742229164820521,-0.0759856592015161,1.0
2008-11-28,0.0728367478912774,0.0151224472515968,-0.0010501328408621,1.0
2008-12-31,-0.1620996163258629,-0.0802158267912655,-0.1045531393960247,1.0
2009-01-30,-0.1188287465187296,-0.0998227809699885,-0.0427213133602884,1.0
2009-02-27,0.1748617256772386,0.0881584674484377,0.0387104473260336,1.0
2009-03-31,0.238327478052616,0.0939251471146837,-0.0111126810832405,1.0
2009-04-30,0.0538260084347433,0.0518096783051323,0.0053432362227641,1.0
2009-05-29,-0.0035976164570338,0.0027564896696439,0.0413253030141259,1.0
2009-06-30,0.0803701133347302,0.0755459390995052,0.03835763191537,1.0
2009-07-31,0.0238986235059919,0.0328774152650339,-0.005680022565437,1.0
2009-08-31,0.0821125746594053,0.0387794520954509,0.0456613026841609,0.9999987355640312
2009-09-30,-0.068033422167744,-0.0221060825338878,-0.0427354079795875,0.3319143344241577
2009-10-30,0.0675123206986199,0.0581540513235522,0.0590156731625599,0.0550130319561628
2009-11-30,-0.0015829650901776,0.0233039536707756,0.038296398769674,0.0036652140586334
2009-12-31,-0.0309512120087895,-0.0339790577551769,-0.0669435917849503,0.0015169880900561
2010-01-29,0.0710230810997917,0.0331655454700754,0.0647478581217497,0.0083295035623084
2010-02-26,0.0908161774481067,0.0616965848113779,0.0939030410786672,0.0016961718185718
2010-03-31,-0.0013360717736909,0.0164265111974601,0.0401264707958361,0.0014781431855379
2010-04-30,-0.0765811283007296,-0.0789636479772789,-0.1054273224209455,0.001468969070739
2010-05-28,-0.0558943572742489,-0.0535344384615363,-0.0951543988792311,0.9439553999417868
2010-06-30,0.0965926074754386,0.0698609355459635,0.0821639838413427,0.999999999943578
2010-07-30,-0.0517937107967195,-0.0451133427192104,-0.0567375271832828,0.9951178475281788
2010-08-31,0.1187233909123398,0.0931589202433115,0.1367733004081686,0.9999998963097088
2010-09-30,0.0557789026957005,0.0387195006655725,0.0582719799342658,0.4539346747065826
2010-10-29,0.0691221394870996,0.0037900208083087,0.0668353026062921,0.0329930104872359
2010-11-30,0.0704071162578579,0.0665819856036271,0.0352621164784921,0.0028324684145742
2010-12-31,0.0108403418264043,0.0217450865671405,0.0049686072933404,0.0015260189666666
2011-01-31,0.0371029917500275,0.0342264263898387,,0.0018223451756563
2011-02-28,0.0339853067237319,0.0033341656011252,,0.0018197431124221
2011-03-31,0.0245363080676365,0.0298564834750085,,0.0018196287896445
2011-04-29,-0.0303824967278996,-0.0122291383176171,,0.0018196237665041
2011-05-31,-0.0113873098241435,-0.0166796077333282,,0.00208736626243
2011-06-30,-0.0190222966299926,-0.0220939152881285,,0.007455178653197
2011-07-29,-0.0974518871912892,-0.0564797153218056,,0.1616273632801513
2011-08-31,-0.1571314795867968,-0.0726222849005964,,0.99999978123927
2011-09-30,0.2038737343224297,0.1099468906915501,,1.0
2011-10-31,0.0014611290111688,-0.0015343526282612,,0.999997942265668
2011-11-30,-0.0127375633685902,0.0075871401293118,,0.9999996852517328
2011-12-30,0.0344447746287048,0.0480247955181498,,0.9999990465164964
2012-01-31,0.0412341099168744,0.045116377519164,,0.9136601108214398
2012-02-29,0.0344445436572529,0.0311436646892819,,0.1967282717876127
2012-03-30,-0.0146718070589804,-0.0075384229007499,,0.0130662173394205
2012-04-30,-0.1294230128653974,-0.0608528822274906,,0.0025733186387383
2012-05-31,0.0281722201057812,0.0379693724717912,,0.9021850419495132
2012-06-29,0.0144014061446616,0.0101755324167826,,0.5953839785193406
2012-07-31,0.0568439744880943,0.0253284581317469,,0.126066610789456
2012-08-31,0.0173945519275963,0.0260255446907472,,0.0084873767477477
2012-09-28,-0.0141818731294954,-0.0169159477579918,,0.0024594478483184
2012-10-31,0.0245183658647551,0.0070148776448836,,0.0024271197398105
2012-11-30,-0.0086753546528027,0.0102823071513267,,0.0021127484456012
2012-12-31,0.0022680701555309,0.0547926560075082,,0.0021607790362438
2013-01-31,0.0006424135906456,0.013181338893917,,0.00230386112426
2013-02-28,0.0373544717279545,0.0396720396391376,,0.0023040097682606
2013-03-28,0.0255242342318292,0.0169206873946229,,0.0023040168926687
2013-04-30,0.0317258562490547,0.0266003668294744,,0.0023040172341503
2013-05-31,-0.0611272211569398,-0.0129940678397812,,0.0023040172505185
2013-06-28,0.0898028006837319,0.0552283599546727,,0.0026201709322079
2013-07-31,-0.0176785938251809,-0.0269134805317827,,0.0023191702434897
2013-08-30,0.0548189517732811,0.0357647536104143,,0.0047197065387947
2013-09-30,0.0428292570921864,0.0432189032175367,,0.0024200102211762
2013-10-31,0.0565593178907532,0.0301058440679581,,0.0023095761809178
2013-11-29,0.0229156514679667,0.026797828600796,,0.0023042836470698
2013-12-31,0.0084592321630941,-0.0335239617452557,,0.0023040300180408
2014-01-31,0.0838967848790137,0.0468210270067937,,0.0070648072524061
2014-02-28,-0.0640803474281107,0.0052469389781009,,0.002422700608875
2014-03-31,-0.0059909891105942,0.0022522670847935,,0.0022047218642093
2014-04-30,0.0255174545431634,0.0215432107095127,,0.0021945280519165
2014-05-30,0.0261322634208537,0.0236018020315341,,0.0021940514094463
2014-06-30,-0.0160163360605358,-0.017066743442836,,0.0021940291218835
2014-07-31,0.0543948433746609,0.0428373655472869,,0.0033545312464049
2014-08-29,-0.0318004475150555,-0.017165914552155,,0.0022483391320804
2014-09-30,0.0157370289804411,0.0240019582587875,,0.004635228297962
2014-10-31,0.0261822652561074,0.0279535734101989,,0.0022018100934747
2014-11-28,-0.0055382444806349,-0.0024293017091242,,0.0021943916548349
2014-12-31,0.0111918872937576,-0.0300759071393772,,0.0020989107591048
2015-01-30,0.053377605709308,0.06062197579617,,0.0076708172027436
2015-02-27,-0.0117446957161927,-0.0130379364084761,,0.0023497390588053
2015-03-31,0.0471078283346171,0.0078937367130697,,0.002125638086607
2015-04-30,0.0389946056677559,0.0132032093991645,,0.0020334236480473
2015-05-29,-0.0379376527451387,-0.0170858993047698,,0.0020883234469527
2015-06-30,-0.034608140118864,0.0187175076675091,,0.0030150438039662
2015-07-31,-0.0531664149096759,-0.0603375226593106,,0.0020540983247072
2015-08-31,-0.0620079692353244,-0.0275711182843301,,0.8329060165842433
2015-09-30,0.0768513292077753,0.0786870695788067,,0.9999998724655804
2015-10-30,-0.0218014536542985,0.0039384880872962,,0.6373369221149247
2015-11-30,-0.0069964464042807,-0.0198762135505338,,0.1839238795836297
2015-12-31,-0.0982894660142476,-0.0549854595667277,,0.4638129477605271
2016-01-29,0.020989764370309,-0.0007841514890493,,0.9999999689619332
2016-02-29,0.0861035212652611,0.0684108426605873,,0.9999999961006376
2016-03-31,-0.0054829331128443,0.0077524569112969,,0.859897575656366
2016-04-29,0.032179462200501,0.0180792346341,,0.3823098306504793
2016-05-31,-0.0013046130217705,-0.0001500302010484,,0.0294890843912295
2016-06-30,0.0445895605555213,0.038458904991993,,0.0036811449503625
2016-07-29,0.0039657180090277,0.0036897479717227,,0.0025734452469958
2016-08-31,0.0115581402121988,0.0016092979633718,,0.002518108138813
2016-09-30,-0.0303639600290559,-0.0175858748884075,,0.0025153461998547
2016-10-31,0.0592441708505605,0.0445020192543165,,0.0040837160702584
2016-11-30,0.0368683663385805,0.0180396254445103,,0.0025935682912687
2016-12-30,0.0257650085748502,0.0206835670591578,,0.002519111889499
2017-01-31,0.0144201280857116,0.0375439485556595,,0.0026488718135498
2017-02-28,0.0135673097754856,0.001647401505542,,0.0026486398804703
2017-03-31,-0.0045876023493073,0.0113386643431326,,0.0026486279246344
2017-04-28,0.0092358852089871,0.0133727791624468,,0.0026486273083043
2017-05-31,0.0117799857716689,0.0066161638379392,,0.0026486272765309
2017-06-30,0.0156402942617099,0.020554854349824,,0.0026486272748929
2017-07-31,-0.0220433219830929,0.0035510882084995,,0.0026486272748084
2017-08-31,0.0560445262906538,0.0228941409451878,,0.0026486272748041
2017-09-29,-0.0128019958769879,0.0248139936281608,,0.0026486272748039
2017-10-31,0.0031171450850228,0.0325562602167868,,0.0026486272748038
2017-11-30,0.0117151094604496,0.0118694554421264,,0.0026486272748038
2017-12-29,0.0559023521506994,0.0588404354526063,,0.0026486272748038
2018-01-31,-0.029534203317036,-0.0351236036714753,,0.0025599018486107
2018-02-28,-0.0411014168137947,-0.0238600328185657,,0.0380774301903184
2018-03-29,-0.009064674637487,0.0038648096132748,,0.7117955318708021
2018-04-30,0.0460554810615717,0.0254543544211583,,0.9514307280167816
2018-05-31,-0.0066805458463531,0.0055780254961712,,0.4950410746324831
2018-06-29,0.0098180712723321,0.0353451414108213,,0.0850942218282072
2018-07-31,0.0660854947430698,0.0360428981827067,,0.0070186545245743
2018-08-31,-0.0054282475713043,0.003548670483126,,0.0027850533214456
2018-09-28,-0.1395594767680361,-0.0715987840528832,,0.0025712313870546
2018-10-31,-0.00566772461936,0.0191334773850971,,0.994254357315948
2018-11-30,-0.0863074252809557,-0.0923142128876393,,0.995343828128766
2018-12-31,0.1637060560260706,0.0841345167833367,,1.0
2019-01-31,0.0157574850698512,0.035034461636616,,0.9994393507413218
2019-02-28,-0.0009167116283723,0.0145493478242518,,0.7670563550185229
2019-03-29,0.0047567842844798,0.0426673972186249,,0.19924895152668
2019-04-30,-0.0402000250435483,-0.066046701541556,,0.0156966908733754
2019-05-31,0.0878566821029667,0.0710675514376205,,0.8337950372484962
2019-06-28,0.0335465366336293,0.0154094431619773,,0.1455470561322426
2019-07-31,-0.0125929518127987,-0.0213387038944,,0.0117925985654886
2019-08-30,-0.0113123682181935,0.0165100135947975,,0.0057158667783941
2019-09-30,-0.0054191382611209,0.0224564722186678,,0.0030701538808727
2019-10-31,0.060880184912399,0.0395698911470422,,0.0031083687999762
2019-11-29,0.0077892640914442,0.0282230864784046,,0.0031104234990772
2019-12-31,-0.0359764333552005,0.0018969997994437,,0.0031105339805372
2020-01-31,-0.0667953850314877,-0.0800126515544596,,0.0031067250386759
2020-02-28,-0.1088499266264731,-0.1270571843856014,,0.9984750194191412
2020-03-31,0.1728350381526167,0.1343520139823931,,1.0
2020-04-30,0.0561194159192727,0.0535642904005279,,0.9999999998022866
2020-05-29,0.0334077004925553,0.0236956333979803,,0.99650167741711
2020-06-30,0.0429125533167153,0.0594456129879188,,0.7559014504196804
2020-07-31,0.1624502313312505,0.0774123264678432,,0.1102976397615855
2020-08-31,-0.0231876273232043,-0.0366166554768295,,0.0096663855420654
2020-09-30,-0.0509691231219327,-0.0231844163470748,,0.0240852794677107
2020-10-30,0.2365496067136623,0.1198731172997303,,0.4836414456286658
2020-11-30,0.0740194953919225,0.0441409792851677,,0.0466994637804031
2020-12-31,0.0221447929635221,-0.0048946560784895,,0.0056913690259146
2021-01-29,-0.0307955881063802,0.0258343284243873,,0.0034728308506398
2021-02-26,0.0165480709502983,0.0335349598996629,,0.0034131022788981
2021-03-31,0.0392923438983648,0.0525108008985589,,0.0034097302648487
