cost,E_static,ir_static,ir_oracle_cluster,ir_oracle_grid,ir_oracle_best,uplift,passes
measured,40,0.3913283260718626,0.4637796380640762,0.4397960430035818,0.4637796380640762,0.07245131199221361,True
flat10,40,0.2919392512016084,0.3549575316997549,0.33479049266126915,0.3549575316997549,0.0630182804981465,True
