date,xgb_lo,xgb_ls
2017-08-31,0.03731276579830289,0.017602262635810377
2017-09-29,0.031212116634066762,0.03662247154793983
2017-10-31,0.029726643503874366,-0.013818105845027438
2017-11-30,-0.0014342164419555588,-0.046189759298849116
2017-12-29,0.10162905424526059,0.06819595076691676
2018-01-31,-0.023840121595424993,0.037890637177263355
2018-02-28,-0.03952403263083017,-0.023916772233434438
2018-03-29,0.021390042440532546,0.03885569057152821
2018-04-30,0.05539222488463778,0.05141754068318129
2018-05-31,-1.0938787762345531e-05,-0.02327394069961852
2018-06-29,0.02749396936924827,-0.02483968542893026
2018-07-31,0.0803434328482216,0.05896010213492421
2018-08-31,0.007401299875484056,0.006861117041436599
2018-09-28,-0.1345460185425632,-0.10507087904080827
2018-10-31,-0.02883682531896701,-0.06663932965876329
2018-11-30,-0.07454300762671343,0.029693928241080206
2018-12-31,0.15585124524113708,0.09914336233497403
2019-01-31,0.018584728859018976,-0.019197412975018407
2019-02-28,0.031303796115993786,0.021280943898018333
2019-03-29,0.03512124782248403,-0.029524208575066487
2019-04-30,-0.044144004142475886,0.05727511371516793
2019-05-31,0.0716540567018579,-0.017558262155710914
2019-06-28,0.020098844992916986,0.00832781451383985
2019-07-31,-0.004235150410322273,0.06973430167551935
2019-08-30,-0.003911082887585236,-0.050351787315064775
2019-09-30,0.023098172865958076,-0.008180353826608025
2019-10-31,0.06346720627420611,0.023595211544765817
2019-11-29,0.04245554592706381,0.025103613738677782
2019-12-31,0.008244402337479091,0.024513378210665477
2020-01-31,-0.06229851706439389,0.02963117784687213
2020-02-28,-0.1001740637405474,0.031183074477751618
2020-03-31,0.15550013361923862,0.019460023604685354
2020-04-30,0.0565177097248093,0.013696781114592056
2020-05-29,0.047114887441213824,0.010966737030473357
2020-06-30,0.036965940845576126,-0.048081454150456594
2020-07-31,0.13059314994310095,0.09021299009059618
2020-08-31,-0.030045826953608492,-0.014431101807922527
2020-09-30,-0.03664281577975317,-0.04264563641627925
2020-10-30,0.17476767503961405,-0.05500543327588803
2020-11-30,0.0655245991519127,0.0030084773693157254
2020-12-31,0.054369177156302156,0.061684338759062436
2021-01-29,0.009020983178472379,-0.023418245817556232
2021-02-26,0.047223116581667855,0.07329153431474442
2021-03-31,0.08450558264878229,0.03645561066566016
2021-04-30,-0.030381127319262572,-0.012872618475459566
2021-05-28,0.020675255453452095,-0.008844897740501147
2021-06-30,0.025122315988382035,0.03842814647864335
2021-07-30,0.04318888191294194,0.030150806427952755
2021-08-31,-0.045001164608115075,-0.04246378409550507
2021-09-30,0.028517762665447942,-0.07782040195344675
2021-10-29,-0.05928969850199076,-0.10883715361978376
2021-11-30,0.06529724030487744,0.1249268230695935
2021-12-31,-0.01772611531944199,0.09821826420658407
2022-01-31,0.00830467957706642,0.03689625825352666
2022-02-28,0.03742463310506292,-0.025139107946606835
2022-03-31,-0.13725612663230846,0.001112916703139976
2022-04-29,0.007719782122410883,0.00699631451931727
2022-05-31,-0.11781571809734082,-0.07087491190469876
2022-06-30,0.10177657301729234,0.06321433559622651
2022-07-29,-0.022272640815157507,-0.00552875332759023
2022-08-31,-0.10212003541284695,0.005004320763913494
2022-09-30,0.020211377217464715,-0.08064872762068244
2022-10-31,0.10183316920885072,0.08304642643820706
2022-11-30,-0.08110895572043907,-0.012420922162542192
2022-12-30,0.17706230405619094,0.060075690226363124
2023-01-31,-0.017112096966936285,-0.006871376881647639
2023-02-28,0.054696303669494274,0.029867933290208797
2023-03-31,0.030075878392328656,0.07448507127901995
2023-04-28,0.04758294413147834,0.0390614697185232
2023-05-31,0.07120167531514676,-0.003430505403734547
2023-06-30,0.062277349837278305,0.035948692351126826
2023-07-31,-0.007026107309606963,0.03270957759204899
2023-08-31,-0.058634684036795975,-0.04706601263993945
2023-09-29,-0.03139956717938681,0.01098261867285726
2023-10-31,0.10873242510218249,0.05812797199922555
2023-11-30,0.06838437302606169,0.023028841023951384
2023-12-29,0.025634992564231778,0.027988323877555156
2024-01-31,0.1729682184301377,0.13872426299155668
2024-02-29,0.053090619022912074,0.009092215671154567
2024-03-28,-0.048561268722881634,-0.015739655622168943
2024-04-30,0.10754314970165305,0.10151477000759233
2024-05-31,0.0819324454519695,0.03322294546074763
2024-06-28,0.05090589468952597,0.08818782497906208
2024-07-31,0.042241088851620166,0.028511715679962357
2024-08-30,0.04715624632865836,-0.03178639200312025
2024-09-30,0.03274428759314812,0.0443839409317593
2024-10-31,0.07674565235091892,0.02491675692804349
2024-11-29,-0.04996758576665253,0.019169826864686962
