date,S&P500 proxy (cap-wt),XGB long-only (monthly),XGB long-only (quarterly)
2017-07-31,0.005167596726021946,-0.009994808209415937,-0.011987567056680838
2017-08-31,0.02108358046952145,0.03638947533434665,0.05893427291119151
2017-09-29,0.02543711338188925,0.032117998935731244,0.032003234248127926
2017-10-31,0.032286863686362945,0.02499858621735241,0.032874487035285255
2017-11-30,0.012276985884030193,0.0023999030269602007,0.03292103749621367
2017-12-29,0.06132874575829604,0.09188177859960504,0.09173056842434014
2018-01-31,-0.03505502856789003,-0.03356469006236305,-0.029823625062363447
2018-02-28,-0.02631910646051084,-0.04345007390225518,-0.048032786854973565
2018-03-29,0.00435221952676769,0.023695628254375666,0.023393251183224165
2018-04-30,0.02394899423181802,0.06109192098908651,0.04467056770960662
2018-05-31,0.005730204016395413,-0.010405314820116026,0.011861279525787633
2018-06-29,0.037097320785927625,0.014057939320970714,0.014117984811605677
2018-07-31,0.03550672046865996,0.07299489737765297,0.04457918097929396
2018-08-31,0.005547110861341021,0.005562308802214119,-0.010128728110473677
2018-09-28,-0.0688291482277901,-0.15181220240393206,-0.15220057243252788
2018-10-31,0.018659255497054602,-0.014137444744327642,0.0019349341082363933
2018-11-30,-0.09016901053992767,-0.09537867049467826,-0.0897932365636035
2018-12-31,0.08054771774429716,0.14546432992700914,0.14573593419539366
2019-01-31,0.03273352550590615,0.019926913777849255,0.002418502338014162
2019-02-28,0.017310668622484548,0.05250208742563631,0.04264283398626308
2019-03-29,0.04246614518430942,0.027403295668749814,0.02746104070670767
2019-04-30,-0.06501117003009314,-0.046352181700494495,-0.07615438087051289
2019-05-31,0.0699443069688458,0.07185665209268134,0.07749496451940051
2019-06-28,0.015192336623443586,0.017668575984182085,0.0178382336890883
2019-07-31,-0.018312463510685457,-0.028274587495100135,-0.07153123138635753
2019-08-30,0.015998725512074038,-0.004623396441134138,0.017731673600814526
2019-09-30,0.023490210566614697,0.02131543871921367,0.021252771099362203
2019-10-31,0.03902012345741752,0.06360888945263865,0.04779612347277967
2019-11-29,0.02867811730542379,0.016580376260605212,0.018107568384433594
2019-12-31,0.004044055397635648,0.001135567028716272,0.0009087833031903218
2020-01-31,-0.07934782700188804,-0.05749042437296201,-0.0671631190599532
2020-02-28,-0.11850492083821591,-0.1064654025824201,-0.15029444193193625
2020-03-31,0.1324241429576706,0.16801783577710802,0.16799447903503076
2020-04-30,0.05231542573817201,0.05010068763355748,0.06299474549024488
2020-05-29,0.023931907395738368,0.022659667878540467,0.07990193973422698
2020-06-30,0.061096482014081376,0.06889802068402828,0.068830248443281
2020-07-31,0.07930449742538478,0.14155040579504452,0.048570025377360104
2020-08-31,-0.037382449896564224,-0.06510968772925059,-0.026784777131515527
2020-09-30,-0.026695285715214203,-0.0412804410490261,-0.04183480402254851
2020-10-30,0.1163960408723386,0.1919760668035613,0.09594002921104029
2020-11-30,0.04182670517621301,0.03407226382894789,0.04122464931240266
2020-12-31,-0.007874579667738616,0.014307225451757843,0.014176816919462635
2021-01-29,0.023466409408520107,0.015274720601493937,0.047074246566613194
2021-02-26,0.03477666877248704,0.047235934461595006,-0.019196419159332876
2021-03-31,0.05392994452201227,0.07055131453189438,0.07058099633382485
2021-04-30,0.0033034799308202943,0.018459698642693676,0.010438732092157737
2021-05-28,0.028303617885032967,0.03805971519872209,0.055970716362678
2021-06-30,0.0216816613986992,0.028645716922965355,0.028466089706992208
2021-07-30,0.030171857812195363,0.0395384799483334,0.035289528315518036
2021-08-31,-0.046035065646241095,-0.04179444403096873,-0.055821311598227036
2021-09-30,0.06999694330078228,0.03854460257834724,0.03830967155232683
2021-10-29,-0.009668037071564911,-0.07932475768961551,-0.0507149735788975
2021-11-30,0.034337368323056075,0.01534740548005847,0.04905121226659128
2021-12-31,-0.05534961693300012,-0.03954696391948793,-0.03967645616984965
2022-01-31,-0.027220641533940465,-0.015211687108716527,-0.04592310148358648
2022-02-28,0.03584966292507746,0.027758437298601488,-0.011463337682149225
2022-03-31,-0.09335952492760696,-0.1554750587859167,-0.1555496085081308
2022-04-29,-0.0027317670863563535,0.012435184575677426,-0.017945559450797847
2022-05-31,-0.08221309240412036,-0.10938361295500182,-0.07775978339508934
2022-06-30,0.09489926035192596,0.10546192981716077,0.10545193878628299
2022-07-29,-0.03776782013616996,-0.031927200071817145,-0.049604134974636865
2022-08-31,-0.0905055940248107,-0.09395587761538589,-0.1118989691349694
2022-09-30,0.07852904112550209,0.03452145911172334,0.034626409378401765
2022-10-31,0.052137113607259075,0.10568865365310198,0.12057219041959023
2022-11-30,-0.060552854222840666,-0.09014020569541824,-0.07778557971378261
2022-12-30,0.06379222361609543,0.1700311262215219,0.17001066893755618
2023-01-31,-0.02264342237844758,-0.015277248081998682,-0.0297043960640267
2023-02-28,0.03881335345062113,0.08665964900130878,0.07297162328523425
2023-03-31,0.013301703888568068,0.016871889328251562,0.016783162805531028
2023-04-28,0.009968323898968475,0.06913292263780232,0.10949253345928152
2023-05-31,0.06658731570563088,0.10555875420303687,0.055089857515552586
2023-06-30,0.034269761621287496,0.044857719763681095,0.04478234317495764
2023-07-31,-0.01594463126805487,0.01119561429290278,-0.016389256661451437
2023-08-31,-0.046350321727828256,-0.06346727810411472,-0.07092281797834112
2023-09-29,-0.022090141932025423,-0.04800537545378021,-0.04810081345938346
2023-10-31,0.09244913908923964,0.11737373369838912,0.1383302300784332
2023-11-30,0.045099875877569764,0.07746650873750385,0.06423396720052492
2023-12-29,0.017690138934935037,0.03308959207324733,0.033251822713686714
2024-01-31,0.05511186351218713,0.16760046416048843,0.1043054607357914
2024-02-29,0.03225681400761169,0.04093827263376692,0.013095869267815061
2024-03-28,-0.03882777352325651,-0.05442342093501975,-0.05455040803508064
2024-04-30,0.04890558500880332,0.03190655329007186,0.12026294525990407
2024-05-31,0.037653355493306874,0.08819646270648662,0.09256421706056926
2024-06-28,0.009895393296073607,0.029014297397880466,0.02902637672869896
2024-07-31,0.023869433211558204,0.04257260515423162,0.011304935067646411
2024-08-30,0.021994829274436967,0.020239014668885613,0.01256243829024979
2024-09-30,-0.005864518214120107,0.0006637951809210366,0.0005810382978670669
2024-10-31,0.06521378701814227,0.06520639232916549,0.11085201016422024
2024-11-29,-0.02297231207911234,-0.003241648296856018,-0.01375280514546072
