universe,fixed_lo_sharpe,fixed_lo_ann,fixed_ls_sharpe,fixed_ls_ann,avg_longs,retrain_lo_sharpe,retrain_lo_ann
Top-100,0.9758562549377287,0.1851602447431513,0.49446961762277947,0.07064854312239066,13.748502994011975,0.9446711554922508,0.1877233000964731
Top-250,1.0388290499151704,0.19424632805446596,0.6338448814843372,0.08893648212703398,31.808383233532933,0.9718282790876578,0.1873962289803084
Top-500,1.0705799279233068,0.21088308964428215,0.7776636283144658,0.11556212898795626,61.191616766467064,0.8638701088514933,0.1681842978092236
Top-1000,1.0493726808370265,0.2114857766959859,0.7953167664127668,0.11880835453833294,122.04790419161677,0.9644110472585316,0.1933892730845521
Top-2000,1.0374261235526694,0.24101373596703635,0.9169816386923273,0.1527645313970789,255.95209580838323,1.0232411577184797,0.2240766720713529
Top-3000,1.0725005050849148,0.28605073352108135,1.0421891347334773,0.20001517826443282,422.1077844311377,1.0395612840631376,0.2377769907371183
Full,1.0943376729710694,0.295118528511942,1.0826136742913888,0.2109229699996329,512.8502994011976,1.0943376729710694,0.295118528511942
