permno,avg_wt,pct_months,avg_wt_when_held
86580,0.10240980223061481,1.0,0.10240980223061481
84788,0.0725409526389264,0.8181818181818182,0.0886611643364656
13407,0.06546476715400597,0.7272727272727273,0.0900140548367582
50876,0.0646634895829556,1.0,0.0646634895829556
93002,0.061986969407610754,1.0,0.061986969407610754
10107,0.04715845803005703,0.5454545454545454,0.08645717305510454
14542,0.04080741575681066,0.8181818181818182,0.04987573036943525
55976,0.036276214427102625,1.0,0.036276214427102625
90319,0.02479626450066369,0.5454545454545454,0.04545981825121676
12060,0.022777566752057662,1.0,0.022777566752057662
87055,0.022557078367139227,0.8181818181818182,0.02756976244872572
47896,0.021871540967237982,0.45454545454545453,0.048117390127923564
83443,0.015015287675029649,0.5454545454545454,0.027528027404221025
89393,0.014927742055833219,0.7272727272727273,0.020525645326770675
17778,0.014076809003984584,0.7272727272727273,0.019355612380478802
18576,0.009974212152030749,0.7272727272727273,0.01371454170904228
91937,0.009534272755393753,0.2727272727272727,0.03495900010311043
61241,0.009328090934580004,0.5454545454545454,0.017101500046730007
77605,0.009208056554560006,1.0,0.009208056554560006
14714,0.008380376229110436,0.8181818181818182,0.010242682057801643
90215,0.007279137631313149,0.5454545454545454,0.01334508565740744
14702,0.006957915302943984,0.7272727272727273,0.009567133541547979
75510,0.006767615217359318,0.5454545454545454,0.01240729456515875
46886,0.006699113558344852,1.0,0.006699113558344852
76744,0.006496987149415468,1.0,0.006496987149415468
23660,0.006240794904307004,1.0,0.006240794904307004
86783,0.0061134161179743065,0.7272727272727273,0.008405947162214671
13511,0.0059548260021648975,0.7272727272727273,0.008187885752976734
13447,0.005858895153897006,0.5454545454545454,0.01074130778214451
12490,0.005823295932021046,0.5454545454545454,0.010676042542038584
64390,0.005728004309326065,0.2727272727272727,0.021002682467528903
73139,0.005469565481626861,0.7272727272727273,0.007520652537236934
10104,0.005461070317486608,0.18181818181818182,0.030035886746176348
48486,0.005419541160510597,0.7272727272727273,0.007451869095702071
91152,0.0054084677519239555,1.0,0.0054084677519239555
40539,0.005334273145429714,0.45454545454545453,0.01173540091994537
78975,0.0053216256109429,0.5454545454545454,0.009756313620061985
66093,0.005035275249993788,0.2727272727272727,0.01846267591664389
81061,0.004782048743649464,0.8181818181818182,0.0058447262422382336
22623,0.004711869033119178,1.0,0.004711869033119178
59176,0.004264820374935718,0.2727272727272727,0.01563767470809763
17987,0.003776857271692248,1.0,0.003776857271692248
76614,0.0037238211035677178,0.45454545454545453,0.00819240642784898
86228,0.0037121390319059576,0.8181818181818182,0.004537058816773948
88352,0.0037086331948764082,0.5454545454545454,0.006799160857273415
91907,0.0036259360357930818,0.7272727272727273,0.004985662049215488
11403,0.0036170489492987836,0.5454545454545454,0.00663125640704777
11533,0.003585444080933108,1.0,0.003585444080933108
53613,0.0034717542244254176,0.5454545454545454,0.006364882744779932
18726,0.0034608073634451275,0.5454545454545454,0.0063448134996494
86868,0.0033289142161691304,0.2727272727272727,0.012206018792620144
14008,0.0032447173471716706,0.2727272727272727,0.01189729693962946
11990,0.0032267037226456933,0.2727272727272727,0.011831246983034208
16736,0.003206178793225238,0.8181818181818182,0.003918662969497513
18267,0.003104710728769396,0.8181818181818182,0.0037946464462737064
79103,0.003036742333026056,0.7272727272727273,0.0041755207079108275
52695,0.0029460853887403183,1.0,0.0029460853887403183
13628,0.002921319212058403,0.7272727272727273,0.004016813916580304
41355,0.0027509990940269165,0.7272727272727273,0.00378262375428701
14338,0.002692972951417055,0.8181818181818182,0.0032914113850652893
20894,0.002657732067921683,0.8181818181818182,0.003248339194126501
12591,0.002590328524396392,0.45454545454545453,0.005698722753672063
60506,0.002557385548264061,0.7272727272727273,0.003516405128863084
80320,0.0025140659307646344,0.7272727272727273,0.0034568406548013725
12052,0.002465977838109191,0.2727272727272727,0.009041918739733699
22779,0.0023997636982417765,0.45454545454545453,0.005279480136131908
77357,0.0023868536734463265,0.5454545454545454,0.0043758984013182655
57904,0.002359048331711477,0.45454545454545453,0.00518990632976525
18729,0.0023439154201943336,0.2727272727272727,0.008594356540712557
16692,0.002324675226857595,1.0,0.002324675226857595
14617,0.0022848313956344243,1.0,0.0022848313956344243
61399,0.0022462981444112376,0.18181818181818182,0.012354639794261806
24643,0.0021441572462853123,1.0,0.0021441572462853123
85913,0.002071447728468816,0.5454545454545454,0.0037976541688594955
81540,0.0020008292660656235,0.7272727272727273,0.0027511402408402323
89626,0.0019836324688816435,0.5454545454545454,0.003636659526283013
77338,0.0019521635207812701,0.5454545454545454,0.003578966454765662
13356,0.0019469531774431441,0.5454545454545454,0.0035694141586457644
91068,0.0019415106734919107,0.5454545454545454,0.0035594362347351697
19561,0.0019259029266152417,0.18181818181818182,0.01059246609638383
45751,0.0019219516281945923,0.2727272727272727,0.007047155970046838
10777,0.0019043442084764536,1.0,0.0019043442084764536
84769,0.001870485193608771,0.2727272727272727,0.0068584457098988276
38093,0.001867744385728472,0.45454545454545453,0.004109037648602638
52708,0.001828748652300728,0.7272727272727273,0.002514529396913501
79686,0.0018055234951694762,0.7272727272727273,0.00248259480585803
87034,0.0017118250262531136,1.0,0.0017118250262531136
14970,0.0016757767909614764,0.7272727272727273,0.00230419308757203
54148,0.0016681371832504568,0.7272727272727273,0.002293688626969378
90720,0.0015554261891431568,0.7272727272727273,0.0021387110100718407
86211,0.00154056900665236,0.8181818181818182,0.001882917674797329
11618,0.0014928779192082595,0.5454545454545454,0.002736942851881809
82800,0.0014809024628313107,0.18181818181818182,0.008144963545572209
80204,0.0014717353026337892,0.7272727272727273,0.00202363604112146
49656,0.0014632832164366727,0.2727272727272727,0.0053653717936011334
90071,0.0014554685713411327,0.8181818181818182,0.0017789060316391622
20189,0.0014163124168455508,0.5454545454545454,0.002596572764216843
18835,0.0013983970905261144,0.7272727272727273,0.0019227959994734074
38156,0.0013617691899863408,0.2727272727272727,0.004993153696616583
77274,0.0013530470100678285,0.18181818181818182,0.007441758555373057
21371,0.0013523275353622395,0.7272727272727273,0.0018594503611230793
92221,0.0013517558602888415,0.18181818181818182,0.007434657231588628
79323,0.0013333142589575233,0.2727272727272727,0.004888818949510918
77661,0.0013279618522769746,0.18181818181818182,0.00730379018752336
25232,0.0013022642844760992,0.2727272727272727,0.00477496904307903
12872,0.0012654866380780525,0.18181818181818182,0.006960176509429289
63467,0.0012394218695958555,0.8181818181818182,0.0015148489517282677
76185,0.0012116223303068768,0.8181818181818182,0.0014808717370417383
12476,0.001182993368020595,0.2727272727272727,0.004337642349408848
13641,0.001167502397208113,0.2727272727272727,0.004280842123096414
13688,0.0011458738410457586,0.18181818181818182,0.006302306125751672
56573,0.0011151577265442584,0.18181818181818182,0.0061333674959934215
89031,0.0011137221572830867,0.45454545454545453,0.0024501887460227903
66800,0.001102405439684418,0.2727272727272727,0.004042153278842866
12558,0.0010706600819733463,0.2727272727272727,0.00392575363390227
