strategy,avg_n,top10_share,effN,mo_turnover,size_pctile,mom12
XGB,59.52095808383233,0.5986414632156755,17.540864687655834,0.6514322059448651,0.7388323147306461,0.45683432174508026
SPMO,96.437125748503,0.48393829509152403,30.52424509132897,0.12382106882000213,0.7980063506380148,0.5059066713027474
