label,months,ann_ret,vol,sharpe,mdd,calm,panic
S&P500 proxy (cap-wt),167,0.14075716285806328,0.14368260433877195,0.9929898628191983,-0.24279135008834227,0.7636330378399454,1.3379715588508927
SPMO replica (risk-adj),167,0.15120324651062234,0.15390386446069948,0.9962283553732943,-0.25983547136543744,0.7006010783888686,1.443740872972158
Your algo (SPMO-style),167,0.14718143265098682,0.1925145469822235,0.8126061629840471,-0.26932948733867484,0.5343547753089597,1.1890162305989103
