date,ret
2011-01-31,0.049459810289337436
2011-02-28,0.0696179060444955
2011-03-31,0.027214371607426922
2011-04-29,-0.021104477681571476
2011-05-31,0.06608870707362133
2011-06-30,0.04402677145704232
2011-07-29,-0.03391678717110341
2011-08-31,0.0078092129288171944
2011-09-30,0.06719164601938349
2011-10-31,0.061385054187930596
2011-11-30,0.04039552894116017
2011-12-30,-0.16491486624267465
2012-01-31,-0.007300489545151284
2012-02-29,-0.016841427378774535
2012-03-30,0.10960025706365431
2012-04-30,0.08057095633345877
2012-05-31,-0.007718081907107575
2012-06-29,0.036465633477464246
2012-07-31,-0.015896509141376306
2012-08-31,-0.014241044547264064
2012-09-28,-0.015156358376167677
2012-10-31,0.037039186653334624
2012-11-30,-0.13304523402910615
2012-12-31,-0.04582263133405867
2013-01-31,0.025477494141768246
2013-02-28,0.0018380253389527676
2013-03-28,0.008110349452349258
2013-04-30,-0.0007125143657546185
2013-05-31,0.030097276533319332
2013-06-28,-0.011406718036226069
2013-07-31,-0.10766773086809227
2013-08-30,0.06242282753176809
2013-09-30,-0.03258058237746575
2013-10-31,0.005846485616963377
2013-11-29,0.024789776565505725
2013-12-31,0.10951056240062086
2014-01-31,0.020493025054078774
2014-02-28,-0.1056605311748193
2014-03-31,-0.06138643836887819
2014-04-30,0.06509744727410002
2014-05-30,0.044166919150171194
2014-06-30,0.030432183275138764
2014-07-31,0.03175635667823512
2014-08-29,0.013007820049526393
2014-09-30,-0.02700325991757733
2014-10-31,0.02618068303236657
2014-11-28,-0.06672062556115275
2014-12-31,0.0844661377425481
2015-01-30,-0.1319243434480954
2015-02-27,0.023713804618445238
2015-03-31,-0.14273644125386015
2015-04-30,0.08368775561259903
2015-05-29,0.03306878703683904
2015-06-30,0.0778104053806572
2015-07-31,-0.023892156810811083
2015-08-31,0.056073088389689184
2015-09-30,-0.03930494845150645
2015-10-30,0.0391935697870934
2015-11-30,0.09520590020800064
2015-12-31,0.1055605874077089
2016-01-29,-0.0798740399752191
2016-02-29,-0.09071524225884527
2016-03-31,-0.0907613237970071
2016-04-29,0.02982929846220051
2016-05-31,-0.021777097948217593
2016-06-30,-0.044565792525437534
2016-07-29,-0.09495332807217272
2016-08-31,-0.030924285235831166
2016-09-30,0.1031299937548811
2016-10-31,-0.07371382812664126
2016-11-30,0.009852403664451293
2016-12-30,0.0016088548340062795
2017-01-31,-0.043131392679836
2017-02-28,0.017134804481610116
2017-03-31,-0.027350618073911995
2017-04-28,0.04634151890603416
2017-05-31,-0.09268638151749987
2017-06-30,0.02906265321361223
2017-07-31,0.0755190750498034
2017-08-31,0.0055117875026198405
2017-09-29,0.10849145898946078
2017-10-31,-0.062171376518829306
2017-11-30,-0.038226189480225756
2017-12-29,0.12614781714188267
2018-01-31,0.10417490774668259
2018-02-28,-0.03509606457447744
2018-03-29,-0.00927548166111254
2018-04-30,0.06872622123177557
2018-05-31,-0.03100910931274721
2018-06-29,-0.0314301687385907
2018-07-31,0.12976666100137707
2018-08-31,-0.0052427993790470015
2018-09-28,-0.1372718510737527
2018-10-31,0.05308504615209943
2018-11-30,0.02011103596821662
2018-12-31,-0.09056414761539251
2019-01-31,-0.059788631263078595
2019-02-28,0.030362750335529713
2019-03-29,-0.04216985392963487
2019-04-30,0.10941953331937346
2019-05-31,-0.044164962336401464
2019-06-28,0.06590876108787797
2019-07-31,0.14917955833805002
2019-08-30,-0.06865357022448465
2019-09-30,0.01763455857336217
2019-10-31,-0.03279590718800963
2019-11-29,-0.06590797971133393
2019-12-31,0.07084869603961069
2020-01-31,0.0189192044013466
2020-02-28,0.09281080225349894
2020-03-31,0.06216372538612501
2020-04-30,0.009144977383376869
2020-05-29,-0.017706412934315095
2020-06-30,0.04722415311952538
2020-07-31,0.0209922555094474
2020-08-31,0.011585235301817815
2020-09-30,-0.0004457615467338588
2020-10-30,-0.079739993799841
2020-11-30,-0.007855915644913797
2020-12-31,0.0045633535732586385
2021-01-29,-0.07726188889136162
2021-02-26,-0.04375052503835049
2021-03-31,0.004022858904979829
2021-04-30,-0.026775033412638243
2021-05-28,0.032065752228779776
2021-06-30,0.0046083990904516115
2021-07-30,0.03723630106196213
2021-08-31,0.01499026710772863
2021-09-30,-0.022150035801035993
2021-10-29,0.06599812398856175
2021-11-30,-0.18080948111666745
2021-12-31,-0.05839462920785537
2022-01-31,0.07289422847207248
2022-02-28,0.03689686990219766
2022-03-31,0.0667277547932014
2022-04-29,0.07420986094812636
2022-05-31,0.00025385245580406273
2022-06-30,-0.06886699157130831
2022-07-29,0.010411810387422107
2022-08-31,0.052558507679877145
2022-09-30,0.14243907840937256
2022-10-31,-0.0015898964646063928
2022-11-30,0.03331653212150754
2022-12-30,0.06648750605008194
2023-01-31,-0.019102407319366542
2023-02-28,-0.013662631144935147
2023-03-31,0.039812283159334175
2023-04-28,0.06244090868126869
2023-05-31,0.008756689409653363
2023-06-30,0.06275846745113393
2023-07-31,0.032157924258755376
2023-08-31,0.0021019604004688364
2023-09-29,-0.029529677364301066
2023-10-31,-0.018212306450232148
2023-11-30,0.05686769976714526
2023-12-29,0.10919048283085964
2024-01-31,0.06283873526033837
2024-02-29,0.004106720710735818
2024-03-28,0.031511851189138025
2024-04-30,0.00765606645425911
2024-05-31,0.17602881863326744
2024-06-28,-0.08508541400932244
2024-07-31,0.06221982737874258
2024-08-30,-0.0024495681086854006
2024-09-30,0.04821567913392049
2024-10-31,-0.035179628992852346
2024-11-29,0.03693872147592871
