date,S&P500 proxy (cap-wt),SPMO replica (risk-adj),Your algo (SPMO-style)
2022-03-31,-0.09338729004861505,-0.10144560677328086,-0.12020064136095555
2022-04-29,-0.002636095931061246,0.03188911896087071,-0.0003178642153038954
2022-05-31,-0.08188100227528333,-0.09783836056214668,-0.07424433549198027
2022-06-30,0.09410501532750609,0.08664832472258895,0.10720982327012717
2022-07-29,-0.037889521334994354,-0.02601033116206447,-0.03985416777136907
2022-08-31,-0.09077184602948478,-0.0839254597059162,-0.08487897630723112
2022-09-30,0.07851131264394831,0.14289261226538896,0.039062417852447816
2022-10-31,0.05236033492419713,0.024141426355713005,0.07454525773033938
2022-11-30,-0.060324542684585376,-0.036406528277547395,-0.1008319863849259
2022-12-30,0.06343703704130718,-0.003626420554969816,0.14930727583383946
2023-01-31,-0.022566862789450522,-0.040494523202211904,0.0017032185787359357
2023-02-28,0.03901135447985572,0.011900493689604693,0.101606330487604
2023-03-31,0.01328672211183834,0.03265180625396072,0.01911788993278789
2023-04-28,0.009980676567682303,-0.04801490134031742,0.07634154959253271
2023-05-31,0.0664970344665184,0.05803558838685151,0.05853510315393353
2023-06-30,0.03442057867839646,0.007296828890424342,0.0702649086820985
2023-07-31,-0.015858155356287935,0.024758069149606477,0.004454474374619519
2023-08-31,-0.04619584717534282,-0.008247009280526888,-0.055056530834405315
2023-09-29,-0.022105488195698537,-0.019304693948715552,-0.035839103140565175
2023-10-31,0.09245394611857265,0.10479734558979929,0.12674758752360377
2023-11-30,0.04465076589111289,0.06101942569772692,0.06748511002255705
2023-12-29,0.018060417196128366,0.06639053703615881,0.03567716836643273
2024-01-31,0.0552215496661066,0.1231414527279081,0.12058109993411045
2024-02-29,0.03190202131050116,0.04741757804218452,0.029934352129032643
2024-03-28,-0.03884328105176203,-0.04106928151880926,-0.04749530996867818
2024-04-30,0.04883897834863472,0.0642165381535965,0.061554538935187406
2024-05-31,0.03751349909212971,0.07410785128472346,0.07268720601599554
2024-06-28,0.010147536539383486,-0.0367464434833918,-0.04057143892993431
2024-07-31,0.023841341963153958,0.032103592529573614,0.03171095366610525
2024-08-30,0.021876109603294423,0.027791031650352866,0.03851378262562958
2024-09-30,-0.0058785273620388994,0.009866243889081533,-0.008496588738958866
2024-10-31,0.0650667333244059,0.07064175255800918,0.09575455649448274
2024-11-29,-0.022845713747388675,-0.004469895330945814,-0.05344732921250011
