period,selection,weighting,cap,rebal_drift,fee,total
PRE <=2023,-0.01485629279151457,0.013924813379988965,-0.0021557427840759313,0.0035445463703194235,-0.001433609041430417,-0.000976284866712529
POST >=2024,-0.005971305465721777,-0.025382864851291265,0.005697827244893983,0.16240266901586775,-0.0014411044292688135,0.13530522151447988
