date,alpha_ann,umd
2021-04-01,-0.038495717560208115,0.24001695451730773
2021-05-01,-0.03849071546547257,0.245801791369182
2021-06-01,-0.02758881010673688,0.22584073382926784
2021-07-01,-0.02573926540643917,0.21180614773417172
2021-08-01,-0.015521987568983549,0.25056057738363346
2021-09-01,-0.01410070723643515,0.2596239932533445
2021-10-01,-0.010128732081937099,0.25997156724509846
2021-11-01,-0.020649924300224647,0.26817703052067626
2021-12-01,-0.020168567858283203,0.27171086332176625
2022-01-01,-0.009267594788983154,0.2885891789816173
2022-02-01,-0.012157926511504148,0.28844475380192014
2022-03-01,-0.01703678578851208,0.27259934208811293
2022-04-01,-0.01518682306282559,0.2582090717097415
2022-05-01,-0.013256932826346155,0.29985141143754424
2022-06-01,-0.026364759432328015,0.3197140912255798
2022-07-01,-0.02625643463439314,0.3258854802198561
2022-08-01,-0.02253293952687001,0.3288782451497654
2022-09-01,-0.02460011743103494,0.3402343494242509
2022-10-01,-0.009384679765871134,0.44707022797178897
2022-11-01,-0.010459480437855015,0.4481437892843252
2022-12-01,-0.005876442124532326,0.4546832917881104
2023-01-01,-0.014057917386091716,0.47784283661175814
2023-02-01,-0.027116558233893372,0.4878337313500398
2023-03-01,-0.051446194738851876,0.5016125378020397
2023-04-01,-0.041156470040231236,0.5030364233176785
2023-05-01,-0.055137936871881246,0.5201844815566448
2023-06-01,-0.056194575472838536,0.5205287453215305
2023-07-01,-0.04632155720489396,0.5788454139168637
2023-08-01,-0.029976712467247337,0.594305446416212
2023-09-01,0.003523566294399351,0.5807472288418001
2023-10-01,0.00787330588987038,0.5758583986931132
2023-11-01,-0.01035942003051198,0.6080639961681247
2023-12-01,-0.004928364108931049,0.5921678305951524
2024-01-01,0.0005938251327963669,0.5973262708109963
2024-02-01,0.021490443551097124,0.6077683489625709
2024-03-01,0.024212897717838838,0.5956963165128242
2024-04-01,0.03009092254461282,0.5894493243975307
2024-05-01,0.04010156325063125,0.6002799968599817
2024-06-01,0.015171673744936016,0.5557249137760811
2024-07-01,-0.007906020067942734,0.5538310479852191
2024-08-01,-0.016504032051342644,0.5410973451201071
2024-09-01,-0.009583114709004255,0.5399168082282492
2024-10-01,-0.005279554855880553,0.558609749032662
2024-11-01,-0.004557394059549604,0.549139711225238
2024-12-01,0.0009277180444040405,0.5385299256693783
2025-01-01,0.022204690117247232,0.45449247437981477
2025-02-01,0.018618968624075964,0.47671841019309413
2025-03-01,0.029454908918698744,0.510632894504323
2025-04-01,0.04602857847829913,0.5339498013554204
2025-05-01,0.05090677752270809,0.5521150854411788
2025-06-01,0.05317286399147136,0.5455822768830036
2025-07-01,0.05729455443619362,0.5442534019169015
2025-08-01,0.05490515985575824,0.5372934452631253
2025-09-01,0.05512434924246804,0.5289503339271958
2025-10-01,0.04291519601172437,0.5135990283967784
2025-11-01,0.036471959534919225,0.48984597826769244
2025-12-01,0.03438525042043017,0.47071450447800867
