combo,n_features,fold,hmm_seed,n_xgb_seeds,fee,val_sharpe,n_val_months,hmm_elapsed_sec,xgb_elapsed_sec
DD,1,1,0,1,0.001,0.2157083240860211,24,11.66662883758545,5.358958005905151
DD,1,2,0,1,0.001,0.465163698114201,24,15.085604906082153,7.080724000930786
DD+CS,2,1,0,1,0.001,0.4529347700061279,24,11.660889148712158,5.111737012863159
DD+CS,2,2,0,1,0.001,0.334254240911289,24,15.001805067062378,6.859698057174683
DD+DISP+REL_N+CS,4,1,0,1,0.001,0.34168676729590064,24,11.59982419013977,5.270754814147949
DD+DISP+REL_N+CS,4,2,0,1,0.001,0.38641329916577827,24,14.301713943481445,6.022998094558716
