combo,n_features,fold,hmm_seed,n_xgb_seeds,fee,val_sharpe,n_val_months,hmm_elapsed_sec,xgb_elapsed_sec
DD,1,1,0,1,0.001,0.2157083240860211,24,10.695464849472046,9.971652269363403
DD,1,2,0,1,0.001,0.465163698114201,24,13.899646043777466,10.973080158233643
DD+CS,2,1,0,1,0.001,0.4529347700061279,24,10.118704795837402,9.047274112701416
DD+CS,2,2,0,1,0.001,0.334254240911289,24,13.805022239685059,12.14237380027771
DD+DISP+REL_N+CS,4,1,0,1,0.001,0.34168676729590064,24,10.115323066711426,10.577484846115112
DD+DISP+REL_N+CS,4,2,0,1,0.001,0.38641329916577827,24,14.054094076156616,39.68158483505249
