name,combo,sharpe,ann_ret,ann_vol,mdd,seed_mean,seed_std,stab_mean,stab_std,stab_min,stab_max,stability
DD+VOL,"['DD_z', 'VOL_z']",0.4123932649355167,0.04964657696993635,0.1422673042716255,-0.4155101342356269,0.317974782112315,0.12835970737411265,0.3834894913796465,0.10682043118519914,0.2154521165599186,0.552949812817888,MODERATE
DD+VOL+DISP,"['DD_z', 'VOL_z', 'DISP_z']",0.17849973833965072,0.01545585045352671,0.14491437867685358,-0.3262420132763877,0.2099828820756159,0.0871885543594393,0.3327485505367363,0.2322878459354468,-0.03733554878411904,0.53092499519438,UNSTABLE
DD+VOL+REL_N+BANK_REL,"['DD_z', 'VOL_z', 'REL_N_z', 'BANK_REL_z']",0.30359797667117966,0.03302494584128013,0.1387856461622413,-0.3823149030271511,0.28179539713972235,0.1094971661130913,0.2925792251645865,0.29390150428199724,-0.12452026577378487,0.7170715946902003,UNSTABLE
DD+VOL+REL_N,"['DD_z', 'VOL_z', 'REL_N_z']",0.15156025754597505,0.011485294338418717,0.14707189029455187,-0.4428201126229705,0.024824864565210655,0.08374424090960572,0.21712316371412155,0.2583569718861646,-0.21675972873259391,0.535017282901224,UNSTABLE
DD+REL_N+BANK_REL,"['DD_z', 'REL_N_z', 'BANK_REL_z']",0.1856880053382121,0.016839749867030962,0.1525360872568995,-0.2619777593212055,0.14506176627193734,0.03539467994316955,0.19946018787152023,0.1139191731176466,0.009969155779199268,0.3273151281669763,MODERATE
DD+BANK_REL,"['DD_z', 'BANK_REL_z']",0.2068809888793563,0.01872059452978503,0.1312673981650271,-0.3196337985434064,0.1879041160413359,0.08877823834495692,0.1280287023263857,0.21117603321336859,-0.1602867932648224,0.41945625317054397,UNSTABLE
DD,['DD_z'],0.19135734611838404,0.01775633785094155,0.16168376912350155,-0.513269109022818,0.1814242767190858,0.10706810260122905,0.10267579587655813,0.12622907699018202,-0.07544944109348752,0.290236415457002,MODERATE
DD+DISP+BANK_REL,"['DD_z', 'DISP_z', 'BANK_REL_z']",0.10483583884746123,0.004982390869906483,0.1383580226926321,-0.37725715654697245,0.06564541421847842,0.1090595616645196,0.13047736955059366,0.1495089269049034,-0.030061504287804998,0.39989061637462164,MODERATE
