name,combo,mean,std,min,max
DD+VOL+DISP+REL_N,"['DD_z', 'VOL_z', 'DISP_z', 'REL_N_z']",0.5727987726482866,0.14826112567197997,0.2803420930661032,0.7690794780033209
DD+VOL+DISP+BANK_REL,"['DD_z', 'VOL_z', 'DISP_z', 'BANK_REL_z']",0.558657251860428,0.12116806320825382,0.36104859495712927,0.7804865755384698
DD+VOL+REL_N+BANK_REL,"['DD_z', 'VOL_z', 'REL_N_z', 'BANK_REL_z']",0.6345331795964262,0.08803444888514057,0.5244012821472777,0.8275713328545058
DD+DISP+BANK_REL,"['DD_z', 'DISP_z', 'BANK_REL_z']",0.6347180474206702,0.12823736283096956,0.36315075476329506,0.8239383574752999
DD+DISP,"['DD_z', 'DISP_z']",0.5812489540650969,0.17640247052739103,0.3401423706877861,0.8752198401068462
DD+VOL,"['DD_z', 'VOL_z']",0.6376421288470715,0.09319518493605417,0.4959468526774033,0.7833381126895174
DD+VOL+DISP,"['DD_z', 'VOL_z', 'DISP_z']",0.6127545266502268,0.1603012517202349,0.29756185683242653,0.852899016767292
DD+VOL+REL_N,"['DD_z', 'VOL_z', 'REL_N_z']",0.6765440579499751,0.10129777817464318,0.5450614767756409,0.8472186069252466
DD,['DD_z'],0.5260983799055499,0.04642087239850889,0.4692427177168347,0.6230111470456697
