strategy,n_months,ann_ret,ann_vol,sharpe,max_dd
market,184,0.12311571638168028,0.14890570282517973,0.8577014385836953,-0.21512678421291592
fixed_mom_12,183,-0.004695092344822349,0.1891173435905879,0.07076202668234315,-0.6633605103243454
fixed_mom_1,183,-0.022158560591009846,0.14676591994457863,-0.07848177585019102,-0.5246506128563481
method0_formula,183,0.003445018594856908,0.18281704373424815,0.1107068867038737,-0.5803772901062976
method1_lr,183,-0.013791195499343045,0.14257670208157566,-0.026336099795982386,-0.4475097176294169
method1b_ridge,183,-0.029155197664181176,0.1346083700621157,-0.15236939362474364,-0.6389817437560371
method2_xgb,183,0.06000276351972067,0.13675547617617584,0.4951071817240405,-0.19844204078077224
