strategy,n_months,ann_ret,ann_vol,sharpe,max_dd
market,184,0.12306647080158095,0.14891252681989903,0.8573714234762699,-0.21512678421291592
fixed_mom_12,183,-0.003740205182574785,0.18877858412912468,0.07551291668868035,-0.6516667617396905
fixed_mom_1,183,-0.017507696057914912,0.147472500632782,-0.04529174791398465,-0.4863273679704187
method0_formula,183,-0.004414229995880259,0.17786237168011765,0.06407973724398569,-0.615806408177025
method1_lr,183,-0.02168693173472247,0.14237086187184925,-0.0829266969664078,-0.4815174689853255
method1b_ridge,183,-0.02555739786204947,0.13488589490804126,-0.12435795621542191,-0.6014473578104039
method2_xgb,183,0.04268358852563514,0.13447943968730774,0.37909643207064864,-0.3076278027727899
