tag,train_end,test_end,hmm_seeds,xgb_seeds,n,sharpe,ann_ret,cum,mdd,monthly_mean
prod_1990_2004,2005-01-01,2011-01-01,200,50,72,0.3052918039627516,0.04787010731149688,0.32386807177161847,-0.408289283626071,0.006383974973821472
