date,market,fixed_mom_12,fixed_mom_1,method0_formula,method1_lr,method1b_ridge,method2_xgb
2011-01-31,-0.0022377829987507217,0.04543488032274906,0.01799243643774647,0.04543488032274906,0.011638472464381183,-0.02666942971420313,-0.004441926413072484
2011-02-28,0.023480189573496592,0.0717947578637839,-0.034690488596862676,0.0717947578637839,0.019607949736278153,0.012793579680859483,0.0026926849799766388
2011-03-31,-0.013629795816156266,0.06928235894479676,0.012961759688396217,0.06928235894479676,0.09336476629312043,-0.006694761835110197,0.008845598634267236
2011-04-30,0.030399678970542188,-0.07568570169800508,-0.002917404113255596,-0.07568570169800508,0.06080737885352918,-0.04049201855702323,-0.0083897834208792
2011-05-31,-0.005889086377116458,0.020274523033342703,-0.02479932991551552,0.020274523033342703,-0.01993123093548488,0.006902467280131662,-0.007097961085964896
2011-06-30,-0.005518556937663472,-0.007307001016255019,0.03425803006828252,-0.007307001016255019,0.006334625950861044,0.003695450320550745,-0.049722859889288214
2011-07-31,-0.02067569050946384,-0.05770838265523789,0.009920168743440861,-0.05770838265523789,-0.00766819468327594,0.043490502893734226,0.10418878687920355
2011-08-31,-0.07043673330811437,-0.0679001216810112,-0.03338096350479679,-0.033424755961201584,-0.08267413567573322,0.018174957399523926,-0.002024368516311531
2011-09-30,-0.04445703430282963,0.005823086408083912,-0.04179183362260754,-0.04179183362260754,-0.0024754258082935717,-0.02495827287765432,0.004686011159011684
2011-10-31,0.0736656702026811,0.12337852886259937,0.01770829167884513,0.01770829167884513,0.12327723076199314,0.13828866910450066,0.016821701141592694
2011-11-30,-0.007497112789961765,-0.0023827435258056526,-0.024587002314723088,-0.024587002314723088,0.015131316770685238,0.062265753133317704,0.02250238963072846
2011-12-31,0.007457154755376377,-0.16377525071319213,-0.11006846196297006,-0.11006846196297006,-0.12465938183247166,-0.05272636904173024,-0.09493060356433981
2012-01-31,0.027350934349479654,-0.07410362461782202,-0.0101072265052714,-0.0101072265052714,-0.04577665872401413,-0.07336820476047956,0.048848206756503774
2012-02-29,0.043412730919180915,-0.0020572721246557295,-0.05638347367612891,-0.08153548008401908,-0.022352366135250656,-0.10492751598150707,-0.034962156567609266
2012-03-31,-0.006491871221379434,0.0970091182739199,0.038614512516964065,-0.048240653697835346,0.03914063890682768,-0.051918108903461144,-0.019624013107661726
2012-04-30,-0.006144739949926277,0.14524101166911269,0.09434303772117925,0.14913580262544207,0.06512011021264048,-0.07888300235986175,0.010342060935285679
2012-05-31,-0.06588022313005289,-0.1103654513980784,-0.059142427459288535,-0.059032543016023106,-0.047095513935624125,-0.05340149392253993,-0.03348877777111102
2012-06-30,0.050728716589625966,0.011375076606203332,0.026826322758534735,0.026826322758534735,0.004912218677055926,-0.007911476432048195,-0.038251720951196576
2012-07-31,0.014824530856285607,0.086774458588561,0.03945132763835504,0.03945132763835504,0.02932712671666457,0.006349377474279605,-0.005462476833462896
2012-08-31,0.01276674836770636,-0.042879011427566296,-0.03849325591875802,-0.03849325591875802,-0.06190648770265356,0.0875716742329743,-0.00841598281587207
2012-09-30,0.008789263115478034,-0.013533570995770948,-0.033104451380768056,-0.033104451380768056,0.010759022380634324,-0.006713423093164117,-0.025553567412527664
2012-10-31,0.010120380703419635,0.10112184576854892,0.029417996756469476,0.09868487058925655,0.08337546722062293,0.07888319714911933,0.09335035055457716
2012-11-30,0.01643972901346244,-0.02647674224577023,0.03058151781224278,-0.02658126401116761,-0.04351407539575553,0.01766597235385379,-0.01761630467427182
2012-12-31,0.01010190569588039,-0.036136364761695454,0.012563232950280527,-0.036136364761695454,-0.05538994028153285,0.0017044559183371495,-0.008056834210325492
2013-01-31,0.0573034324775767,0.06645309274270779,-0.034425077166856076,0.06645309274270779,0.034384206963803454,0.0030389259271621765,0.008624045519034122
2013-02-28,0.0236170002287669,0.19665913532791385,0.058015450725951864,0.19665913532791385,0.051899984059608634,-0.04073505474053004,-0.01323857717606635
2013-03-31,0.013485471972513423,0.07012551821544681,0.08200498464870362,0.07012551821544681,0.01477254397903261,0.07248044299022162,0.07794029071136463
2013-04-30,0.008412237029525479,0.11901892152614091,-0.016793264890896966,0.11901892152614091,0.10684528513262499,0.026201416596063492,0.027359528873459757
2013-05-31,0.025064972608344324,0.14877009256063078,0.04168333595536962,0.14877009256063078,0.1450817569961636,0.09454599311449204,0.09779335226459
2013-06-30,-0.04787983034756677,0.05334778156101368,0.0392194895377298,0.05334778156101368,0.018982129158031838,0.006168703332798587,0.010965272123752484
2013-07-31,0.06718200855314876,-0.06552318753400363,-0.009193144809644865,-0.06552318753400363,-0.058349876884679,-0.12962720135130296,-0.10057545826872867
2013-08-31,-0.024205390625123932,0.07675438865439964,0.0057957656267597565,0.07675438865439964,0.04243501052801061,-0.010399640616627796,0.0041421297571102595
2013-09-30,0.010729491238828033,0.06997190507561332,-0.03108684493434742,0.06997190507561332,0.05621021696311142,-0.01459628772571581,0.03909521529000167
2013-10-31,0.03998179594431916,0.06924412783112614,0.03264698815164157,0.06924412783112614,0.06565527598162267,0.0016507920272454324,0.09316369885736553
2013-11-30,-0.00783387784902794,0.02643507905921314,0.023144003265750647,0.02643507905921314,0.04421806848980418,-0.022578789668454155,0.03199563463978651
2013-12-31,0.019377830477884564,0.06652208266388501,0.0007045085611023041,0.06652208266388501,0.08955981049597452,0.02791643826226875,0.024086546036403114
2014-01-31,-0.027356598978915726,-0.030995056451756025,-0.03817214255684569,-0.030995056451756025,-0.044059348040142506,-0.03555826580609985,0.01485580741539844
2014-02-28,0.052414851592808766,0.019571321067722726,-0.04882465367202073,0.019571321067722726,0.0020576489735280087,0.006968266066027201,-0.006688771708955659
2014-03-31,-0.02621911035155528,-0.14124927615313146,-0.03449780090601891,-0.14124927615313146,-0.14719851744424883,-0.10373782910557451,-0.029412679094834415
2014-04-30,0.014516949180511798,-0.04322494160412446,-0.03344442762203295,-0.04322494160412446,-0.04624651588188927,-0.004205851364545715,-0.11544590466023726
2014-05-31,0.019491459430814963,0.020387845474118708,0.024829868087277038,0.020387845474118708,0.06773896856599952,0.03372316010106526,0.05284218901223289
2014-06-30,-0.016867278258188845,-0.014976841329479903,-0.014772076870992475,-0.014976841329479903,0.003081074595656697,0.034526928315403854,-0.00308804235369756
2014-07-31,-0.00912938024222369,0.010632739255064416,-0.01162345076420733,0.010632739255064416,-0.0023882538718057863,-0.03578616920238579,0.010358526643445741
2014-08-31,0.018082439695412157,0.10411854208568207,0.041751731444977194,0.10411854208568207,0.07302358288163278,0.02888047126441402,0.058970602746044286
2014-09-30,-0.02656664382385923,0.11627809127064243,0.06316910548608662,0.11627809127064243,0.0649387790136601,0.0177875645820754,0.043721136314661534
2014-10-31,-0.007984647149461203,0.04659734542146241,0.04633818141709804,0.04659734542146241,0.022849576201719193,-0.016589888025760162,0.0763561125778728
2014-11-30,0.03339497965770101,-0.03679355139684262,0.016167096563530013,-0.03679355139684262,-0.04977161447769561,-0.00994261031745103,0.000927383708508618
2014-12-31,-0.012871798661290677,-0.04966949878759379,0.056757254957156326,-0.04966949878759379,-0.01195749324009937,0.037366358067813896,0.052741246222282115
2015-01-31,0.026746087816636958,-0.08664811707727893,-0.08936802877065277,-0.08664811707727893,-0.05567768827879225,-0.03691605446399769,0.0018998236996765072
2015-02-28,0.031151495727921266,0.0804258420779248,0.10248724676372645,0.0804258420779248,0.1325203869660361,0.059753407691661445,-0.0012135918680608554
2015-03-31,-0.019302117502156373,-0.15100944271403965,0.04958766897544226,-0.15100944271403965,-0.18479912828579156,-0.09074951772781334,-0.08244019965345563
2015-04-30,0.021908698822279738,0.04137864592718928,0.040112322934310066,0.04137864592718928,0.059615642420001454,-0.03728995972026887,0.05666356744260863
2015-05-31,0.008867314246268899,0.04880226348432273,-0.02792433995606884,0.04880226348432273,0.047468755613509155,-0.018222198966232648,0.000393169072889919
2015-06-30,-0.05272014141251311,0.14405516595345072,0.027592386836744972,0.14405516595345072,0.14174653304451806,-0.034749712291117764,0.039258702336290266
2015-07-31,0.02721601015017592,0.051407396319576505,0.004135779054507829,0.051407396319576505,0.05514391663004305,0.02310257365614146,0.0441342333498426
2015-08-31,-0.05229092240805733,0.197476255298604,0.1532646612045248,0.11627800120393364,0.13130123261691443,0.091374326007846,0.07197663259955359
2015-09-30,-0.020243928876202397,-0.012143807375616976,-0.032073379623306725,-0.03206281326448344,-0.028599797353722166,-0.034041962501096125,-0.03575160284940401
2015-10-31,0.041558268911697394,0.15158259576982358,0.1207309341553512,0.1207309341553512,0.1252049952034327,0.10857128701442613,0.04543157309240318
2015-11-30,0.005363990973126914,0.13653306886766758,-0.007046597420939841,-0.007046597420939841,0.0838831324908273,0.05768483066243769,0.044701763294594514
2015-12-31,-0.012448084877160086,0.046958823177054,0.0578543827361556,0.0578543827361556,0.07190064915280857,0.02934858302640692,-0.059015027189061514
2016-01-31,-0.029568966389369067,-0.13081124751997944,-0.09301163259375467,-0.09301163259375467,-0.16968077290341688,-0.19320489748005357,0.09249080645536051
2016-02-29,0.003536695495702419,-0.04448090289865624,0.02128380399091577,0.02128380399091577,-0.046247685175747656,-0.07121684828952464,0.047163070892823414
