date,market,fixed_mom_12,fixed_mom_1,method0_formula,method1_lr,method1b_ridge,method2_xgb
2011-01-31,0.014651335134121458,0.018320130452851975,0.02243710469817288,0.018320130452851975,-0.00221721413754948,0.01365867117156723,0.021630072056665516
2011-02-28,0.04458073807824869,-0.028209603884935316,0.01667290500512211,-0.028209603884935316,-0.03777117978908599,-0.04929265976793121,-0.012985623746384426
2011-03-31,-0.07181040648214086,0.044599453521039806,0.00813657891838002,0.044599453521039806,0.04619970192006235,0.02537283511677496,0.05359952997875724
2011-04-30,-0.015735222020821837,-0.024242042998008136,-0.03792428197072,-0.024242042998008136,0.0013923350772300524,-0.022329239304410834,-0.024679919299929808
2011-05-31,-0.01243118202478979,0.02889650626068313,0.022031904661080595,0.02889650626068313,0.008956026014478802,-0.018428227132189223,0.018614490785538857
2011-06-30,0.013223535655923945,0.07271034747350649,0.03721340276403561,0.07271034747350649,0.00017752602856340545,0.030253239507566542,-0.013056326402468598
2011-07-31,-0.008434410875433826,-0.07788670141134106,0.06192724457091418,-0.07788670141134106,-0.04178437211282693,-0.0926268656563541,-0.0780367688280386
2011-08-31,-0.07592456705307948,-0.04568203714947083,0.0006419522380670677,0.0010062644213430225,-0.07256719906712197,-0.023232052850306908,0.006230952374940018
2011-09-30,-0.0001493145290912259,0.020844952904191017,-0.09893832022782169,-0.09893832022782169,0.0917107885558047,0.02598542102099712,-0.029495920380143998
2011-10-31,0.0018125056429260345,0.012844806690301728,0.03280191005483717,0.03280191005483717,-0.02394578738957701,0.03608211336976096,-0.015647138530133636
2011-11-30,-0.04482371589900504,0.021989651159282423,-0.06439365397456095,-0.06439365397456095,0.02740113821360319,0.011668636593416958,-0.06472100749784718
2011-12-31,0.004821078210874274,-0.030544474598536046,-0.01110052359774637,-0.01110052359774637,0.0067519207017100215,0.004501177507152869,0.0321730198721487
2012-01-31,0.03270843671149402,-0.14372813893094,-0.07879204252961645,-0.07879204252961645,-0.00550572953433826,-0.009207025710097957,0.09233022513109039
2012-02-29,0.10111159975484635,0.03603730509612852,-0.016689175455414203,0.03687392314887295,-0.0576953782765365,0.030667055564942983,0.05900983481959835
2012-03-31,0.0360822067616946,0.1012211119128446,-0.03374697265527615,-0.037967496830293795,0.07238180225679204,0.010930553243809277,-0.01006434408790109
2012-04-30,-0.05236004815834147,0.0530188510775777,0.05165731066901532,0.07451833751808608,-0.018374950256499583,-0.0032486387944982895,0.033101469901185884
2012-05-31,-0.10055308172307882,-0.013658585780930679,0.003791206657496385,0.00389742890311954,-0.0018172758187785206,0.03351782705961544,0.00934183156541189
2012-06-30,0.06751061412570751,0.11089226868068994,0.09628380505575444,0.09628380505575444,-0.01169596352065753,0.10206005332441753,0.07941409659603615
2012-07-31,-0.03884538855602092,0.038764083880129155,-0.000271678052581112,-0.000271678052581112,0.017498206169469944,0.040784471021283415,0.05021560481185537
2012-08-31,-0.0031698676914411767,-0.010091890877991177,0.035771993776924464,0.035771993776924464,0.0044767641253105304,0.014341726292977036,0.018920262778172558
2012-09-30,0.017204108699813404,-0.025338731085534128,-0.027491344371282686,-0.027491344371282686,0.03492714340005596,0.013577050065380786,0.016141584812975306
2012-10-31,0.005873401053311257,-0.02038693795884523,-0.038472442936989815,-0.04431855931504018,0.06477713422770108,0.02337359627599936,-0.009060464623790353
2012-11-30,0.04956783737479885,-0.09366708102881144,0.05973678232662412,-0.0937630168390988,0.08263394719488534,0.05482119090333654,-0.039728785100774086
2012-12-31,0.09144667409418711,0.08578982696120552,-0.019274348648039775,0.08578982696120552,-0.013467062594992371,0.002449546909304499,0.04363736765780835
