strategy,n_months,ann_ret,ann_vol,sharpe,max_dd
market,184,0.06756606677369237,0.11586349821832062,0.6240029656262185,-0.2516275786742386
fixed_mom_12,183,0.10259913266840526,0.3018639201042695,0.48048710826168356,-0.5951478389763389
fixed_mom_1,183,-0.011845690138693521,0.18948765753986807,0.03618323347745628,-0.532311117741583
method0_formula,183,0.13144751871501636,0.2589240956889945,0.6090622414212213,-0.4371561008305273
method1_lr,183,0.08814296088447438,0.26740490873365186,0.4519402162330559,-0.4966461983636309
method1b_ridge,183,0.019553390232765144,0.20622623721598576,0.199604491310581,-0.4217976609416548
method2_xgb,183,0.10958897009798663,0.22484238537559395,0.5753564774208703,-0.4095538102628265
