tag,train_end,test_end,hmm_seeds,xgb_seeds,n,sharpe,ann_ret,cum,mdd,monthly_mean
prod_1990_1999,2000-01-01,2011-01-01,200,50,132,0.24495479062463082,0.030863812368863597,0.39705736034944494,-0.6490938520042049,0.006242424532458116
