strategy,n_months,ann_ret,ann_vol,sharpe,max_dd
market,184,0.06756606677369237,0.11586349821832062,0.6240029656262185,-0.2516275786742386
fixed_mom_12,183,0.10259913266840526,0.3018639201042695,0.48048710826168356,-0.5951478389763389
fixed_mom_1,183,-0.011845690138693521,0.18948765753986807,0.03618323347745628,-0.532311117741583
method0_formula,183,0.009256864946793897,0.26234523702196655,0.17150365336534848,-0.6985596435058414
method1_lr,183,0.08824326292556961,0.26632292230598725,0.45285617970829106,-0.5088934609537197
method1b_ridge,183,0.042506188190293503,0.2035746598350271,0.3089122632990605,-0.336154365009602
method2_xgb,183,0.1165199531028458,0.19162452679497954,0.6737593301866283,-0.23177912463760528
