strategy,point_sharpe,ci_low,ci_high,boot_mean,boot_std
M2 (XGB),1.1124705285131047,0.6645539369570362,1.535387109492119,1.1152634992776012,0.22179366051551355
M1 (LR),-0.03277687720440419,-0.43355476868010745,0.4031670260325442,-0.026005209100774015,0.21206682869802707
M0 (Formula),0.112231344823569,-0.3598064572294818,0.5898798268387782,0.11752869106900134,0.24418403512441508
Fixed 12-mo mom,0.06473283690139044,-0.4318541817345572,0.5857086238014737,0.07346339094308803,0.2589617371922528
Fixed 1-mo mom,0.26401757349303157,-0.2049672485150965,0.7339013727518884,0.2652038016014642,0.2394209454774951
