regime,n_months,sharpe,ci_low,ci_high
Calm,108,0.8398910419894262,0.28936839671219333,1.3178958947524175
Panic,59,1.5431493508381724,0.8458537061314885,2.2200307054515527
Panic - Calm,---,0.7032583088487462,-0.15768971642813984,1.586070771879458
