strategy,n_months,ann_ret,ann_vol,sharpe,max_dd
market,184,0.12306647080158095,0.14891252681989903,0.8573714234762699,-0.21512678421291592
fixed_mom_12,183,-0.003740205182574785,0.18877858412912468,0.07551291668868035,-0.6516667617396905
fixed_mom_1,183,-0.017507696057914912,0.147472500632782,-0.04529174791398465,-0.4863273679704187
method0_formula,183,-0.037148001556116195,0.17845225749051316,-0.12121329618482414,-0.6748709600262363
method1_lr,183,-0.023355269505498377,0.14097566816012494,-0.097190596459421,-0.46107794737148217
method1b_ridge,183,-0.021348047773299017,0.13447565360508335,-0.09321425302045618,-0.6173514299979581
method2_xgb,183,0.052540079697517506,0.14224873177352237,0.430820404990703,-0.22553597070011913
