date,year,rule,combo,strat_ret,bench_ret,pi
2018-10-31,2018,rule_r,DD,-0.005667724619360004,0.01913347738509717,0.9942543573159479
2018-11-30,2018,rule_r,DD,-0.0863074252809557,-0.09231421288763932,0.995343828128766
2018-12-31,2018,rule_r,DD,0.16370605602607063,0.08413451678333671,1.0
2018-01-31,2018,argmax,DD+LVIX+TERM,-0.026905085066973047,-0.035123603671475365,6.052588984043533e-05
2018-02-28,2018,argmax,DD+LVIX+TERM,-0.042060419735367394,-0.023860032818565795,0.7898916521573175
2018-03-29,2018,argmax,DD+LVIX+TERM,0.02890005184676764,0.003864809613274814,0.9974885993055238
2018-04-30,2018,argmax,DD+LVIX+TERM,0.0992581112799525,0.025454354421158388,0.9978850388323853
2018-05-31,2018,argmax,DD+LVIX+TERM,0.023082547331665582,0.005578025496171295,0.3433727786216095
2018-06-29,2018,argmax,DD+LVIX+TERM,-0.005875210836363446,0.035345141410821374,0.010228209525609515
2018-07-31,2018,argmax,DD+LVIX+TERM,0.06595482741590027,0.03604289818270671,0.0007238119904992763
2018-08-31,2018,argmax,DD+LVIX+TERM,0.0002918740127852742,0.003548670483126054,0.0003133925521044416
2018-09-28,2018,argmax,DD+LVIX+TERM,-0.1471738674515238,-0.07159878405288324,0.00047354865527372966
2018-10-31,2018,argmax,DD+LVIX+TERM,-0.008937582702834108,0.01913347738509717,0.9986648158936668
2018-11-30,2018,argmax,DD+LVIX+TERM,-0.07558738302078628,-0.09231421288763932,0.9997420333468936
2018-12-31,2018,argmax,DD+LVIX+TERM,0.16733358621070912,0.08413451678333671,1.0
2019-01-31,2019,rule_r,DD,0.01575748506985122,0.035034461636616096,0.9994393507413218
2019-02-28,2019,rule_r,DD,-0.0009167116283723135,0.014549347824251829,0.7670563550185229
2019-03-29,2019,rule_r,DD,0.0047567842844798616,0.042667397218624975,0.19924895152668004
2019-04-30,2019,rule_r,DD,-0.04020002504354836,-0.06604670154155601,0.015696690873375486
2019-05-31,2019,rule_r,DD,0.08785668210296677,0.07106755143762056,0.8337950372484962
2019-06-28,2019,rule_r,DD,0.033546536633629345,0.015409443161977354,0.14554705613224267
2019-07-31,2019,rule_r,DD,-0.01259295181279878,-0.021338703894400075,0.011792598565488623
2019-08-30,2019,rule_r,DD,-0.01131236821819356,0.016510013594797597,0.005715866778394133
2019-09-30,2019,rule_r,DD,-0.005419138261120901,0.022456472218667874,0.003070153880872733
2019-10-31,2019,rule_r,DD,0.06088018491239907,0.03956989114704226,0.0031083687999762088
2019-11-29,2019,rule_r,DD,0.007789264091444275,0.028223086478404644,0.0031104234990772563
2019-12-31,2019,rule_r,DD,-0.035976433355200566,0.001896999799443703,0.003110533980537216
2019-01-31,2019,argmax,DD+LVIX+TERM,-0.007082858831661969,0.035034461636616096,0.9999835616290514
2019-02-28,2019,argmax,DD+LVIX+TERM,-0.0008377915273697675,0.014549347824251829,0.8119181709838361
2019-03-29,2019,argmax,DD+LVIX+TERM,0.005364432076906957,0.042667397218624975,0.16149940225456128
2019-04-30,2019,argmax,DD+LVIX+TERM,-0.04640826644524802,-0.06604670154155601,0.0032120824834270586
2019-05-31,2019,argmax,DD+LVIX+TERM,0.06740508009926198,0.07106755143762056,0.8949388365382505
2019-06-28,2019,argmax,DD+LVIX+TERM,-0.011446901053238872,0.015409443161977354,0.5992639474740047
2019-07-31,2019,argmax,DD+LVIX+TERM,-0.01898939735722024,-0.021338703894400075,0.02568409995544503
2019-08-30,2019,argmax,DD+LVIX+TERM,-0.05101351242981764,0.016510013594797597,0.36885498183951915
2019-09-30,2019,argmax,DD+LVIX+TERM,0.01895897229208056,0.022456472218667874,0.12547786853098222
2019-10-31,2019,argmax,DD+LVIX+TERM,0.06798493837115163,0.03956989114704226,0.04462185880896489
2019-11-29,2019,argmax,DD+LVIX+TERM,0.058693860463913096,0.028223086478404644,0.0008280778782006229
2019-12-31,2019,argmax,DD+LVIX+TERM,0.006509848932490215,0.001896999799443703,0.0017151817082317966
2020-01-31,2020,rule_r,DD,-0.06679538503148776,-0.08001265155445962,0.0031067250386759473
2020-02-28,2020,rule_r,DD,-0.10884992662647311,-0.12705718438560143,0.9984750194191413
2020-03-31,2020,rule_r,DD,0.1728350381526167,0.1343520139823931,1.0
2020-04-30,2020,rule_r,DD,0.056119415919272754,0.053564290400527945,0.9999999998022866
2020-05-29,2020,rule_r,DD,0.03340770049255537,0.023695633397980316,0.99650167741711
2020-06-30,2020,rule_r,DD,0.04291255331671534,0.05944561298791881,0.7559014504196804
2020-07-31,2020,rule_r,DD,0.1624502313312505,0.07741232646784323,0.11029763976158553
2020-08-31,2020,rule_r,DD,-0.023187627323204382,-0.036616655476829546,0.00966638554206545
2020-09-30,2020,rule_r,DD,-0.05096912312193275,-0.02318441634707482,0.024085279467710784
2020-10-30,2020,rule_r,DD,0.23654960671366237,0.11987311729973033,0.4836414456286658
2020-11-30,2020,rule_r,DD,0.07401949539192251,0.044140979285167734,0.04669946378040318
2020-12-31,2020,rule_r,DD,0.022144792963522137,-0.004894656078489557,0.005691369025914629
2020-01-31,2020,argmax,DD+REL_N+LVIX,-0.08223437456459316,-0.08001265155445962,0.00012346362781106077
2020-02-28,2020,argmax,DD+REL_N+LVIX,-0.11262040127655659,-0.12705718438560143,0.6558385070187057
2020-03-31,2020,argmax,DD+REL_N+LVIX,0.18133659131754554,0.1343520139823931,1.0
2020-04-30,2020,argmax,DD+REL_N+LVIX,0.05611941591927274,0.053564290400527945,0.9999999998863018
2020-05-29,2020,argmax,DD+REL_N+LVIX,-0.014127173890094371,0.023695633397980316,0.9999848229245348
2020-06-30,2020,argmax,DD+REL_N+LVIX,0.11743817542313087,0.05944561298791881,0.9999371068664709
2020-07-31,2020,argmax,DD+REL_N+LVIX,0.1721089314217968,0.07741232646784323,0.9997713445480039
2020-08-31,2020,argmax,DD+REL_N+LVIX,-0.03361377862235143,-0.036616655476829546,0.9944014227983756
2020-09-30,2020,argmax,DD+REL_N+LVIX,-0.02746734639495942,-0.02318441634707482,0.9969353777397951
2020-10-30,2020,argmax,DD+REL_N+LVIX,0.25075153278064494,0.11987311729973033,0.9971066137256763
2020-11-30,2020,argmax,DD+REL_N+LVIX,0.07200392575182607,0.044140979285167734,0.9800565755720961
2020-12-31,2020,argmax,DD+REL_N+LVIX,0.039915225855160504,-0.004894656078489557,0.6207307811793615
2021-01-29,2021,rule_r,DD,-0.030795588106380282,0.025834328424387373,0.003472830850639837
2021-02-26,2021,rule_r,DD,0.01654807095029831,0.03353495989966292,0.0034131022788981592
2021-03-31,2021,rule_r,DD,0.0392923438983648,0.05251080089855894,0.0034097302648487897
2021-04-30,2021,rule_r,DD,0.03347881586091139,0.002946332319323878,0.003409539897818676
2021-05-28,2021,rule_r,DD,0.021483731542828864,0.027008250178115537,0.003409529150247648
2021-06-30,2021,rule_r,DD,0.002556777391668622,0.01840951918045767,0.00340952854344656
2021-07-30,2021,rule_r,DD,0.031033987790960862,0.029024255499047802,0.0034095285091855464
2021-08-31,2021,rule_r,DD,-0.02735274465488159,-0.04509061545552418,0.003409528507251034
2021-09-30,2021,rule_r,DD,0.055083685691095764,0.06835357392028388,0.05291847320762404
2021-10-29,2021,rule_r,DD,-0.02712415986688567,-0.012354910307769154,0.006320637196109332
2021-11-30,2021,rule_r,DD,0.006995746624223355,0.03452072878408341,0.00482594303582704
2021-12-31,2021,rule_r,DD,-0.05968078194407501,-0.057081369477955946,0.0034895622208340675
2021-01-29,2021,argmax,DD+REL_N+LVIX,-0.04773239918826861,0.025834328424387373,0.9761234803152778
2021-02-26,2021,argmax,DD+REL_N+LVIX,-0.02892020615842652,0.03353495989966292,0.8745169597875737
2021-03-31,2021,argmax,DD+REL_N+LVIX,0.034661565192551876,0.05251080089855894,0.4066112111852761
2021-04-30,2021,argmax,DD+REL_N+LVIX,0.010116047970163604,0.002946332319323878,0.0006115759516517836
2021-05-28,2021,argmax,DD+REL_N+LVIX,0.015185319151442177,0.027008250178115537,0.0004894537867862894
2021-06-30,2021,argmax,DD+REL_N+LVIX,-0.016920779701427184,0.01840951918045767,1.8036047407738093e-05
2021-07-30,2021,argmax,DD+REL_N+LVIX,0.027640944824223128,0.029024255499047802,3.911068480041959e-05
2021-08-31,2021,argmax,DD+REL_N+LVIX,-0.0264891022714091,-0.04509061545552418,3.342626036614493e-05
2021-09-30,2021,argmax,DD+REL_N+LVIX,0.05516568438187134,0.06835357392028388,3.575560722042431e-05
2021-10-29,2021,argmax,DD+REL_N+LVIX,-0.04079202508990801,-0.012354910307769154,5.396681072509247e-05
2021-11-30,2021,argmax,DD+REL_N+LVIX,-0.02628477382109619,0.03452072878408341,1.8406348109324945e-05
2021-12-31,2021,argmax,DD+REL_N+LVIX,-0.10538216233965851,-0.057081369477955946,0.002770772040402374
2022-01-31,2022,rule_r,DD,-0.041882486893881306,-0.024384104910327466,0.6694397976652141
2022-02-28,2022,rule_r,DD,0.053346319187654416,0.033608883536108164,0.9999430824910495
2022-03-31,2022,rule_r,DD,-0.14971061457493204,-0.09256905958697062,0.979441877879577
2022-04-29,2022,rule_r,DD,0.0017989287616736462,-0.002302885843772565,1.0
2022-05-31,2022,rule_r,DD,-0.09818118896960935,-0.08326374462330233,1.0
2022-06-30,2022,rule_r,DD,0.09430948550066502,0.09578680296690267,1.0
2022-07-29,2022,rule_r,DD,-0.029351904997970104,-0.03720915603244058,1.0
2022-08-31,2022,rule_r,DD,-0.10895963893929148,-0.09060143112622249,1.0
2022-09-30,2022,rule_r,DD,0.08936525129169041,0.07972071435890257,1.0
2022-10-31,2022,rule_r,DD,0.12622641608513066,0.051854475363991355,1.0
2022-11-30,2022,rule_r,DD,-0.07500064411098145,-0.06051062403089913,1.0
2022-12-30,2022,rule_r,DD,0.20677861659201482,0.0667134364295063,1.0
2022-01-31,2022,argmax,DD+REL_N+LVIX,-0.008393309343106255,-0.024384104910327466,0.00011243971762254172
2022-02-28,2022,argmax,DD+REL_N+LVIX,0.03345145933840142,0.033608883536108164,0.007853375891282481
2022-03-31,2022,argmax,DD+REL_N+LVIX,-0.12894662910157834,-0.09256905958697062,0.001461268530703241
2022-04-29,2022,argmax,DD+REL_N+LVIX,-0.01202854283628368,-0.002302885843772565,0.9999953245642219
