date,mom_1,mom_2,mom_3,mom_4,mom_5,mom_6,mom_7,mom_8,mom_9,mom_10,mom_11,mom_12
2020-06-30,0.0713,0.0893,0.4684,0.6318,0.5828,0.5379,0.4821,0.4209,0.3853,0.3510,0.3492,0.3369
2020-07-31,-0.0869,-0.1429,-0.1673,-0.0968,-0.1308,-0.1504,-0.1643,-0.1827,-0.1756,-0.1629,-0.1539,-0.1123
2020-08-31,0.0945,0.2537,0.3506,0.3535,0.3062,0.3831,0.4509,0.4891,0.4957,0.4994,0.4847,0.5161
2020-09-30,0.2075,0.0932,0.2318,0.1951,0.1074,0.0083,0.0737,0.1633,0.1634,0.1928,0.1704,0.2011
2020-10-30,-0.2503,-0.2000,-0.2052,-0.1948,-0.2520,-0.2784,-0.3241,-0.3287,-0.2452,-0.2587,-0.2678,-0.2347
2020-11-30,0.4621,0.2751,0.3456,0.2123,0.0852,-0.0065,-0.0644,-0.1076,-0.1070,-0.1050,-0.1616,-0.1492
2020-12-31,0.0619,-0.0008,-0.0308,-0.0006,-0.0667,-0.1490,-0.2194,-0.2341,-0.1900,-0.1165,-0.1051,-0.1045
2021-01-29,-0.0789,-0.1178,-0.1130,-0.0587,-0.0952,-0.1600,-0.1593,-0.1981,-0.2363,-0.0928,-0.0115,0.0353
2021-02-26,0.4089,0.4521,0.5810,0.6219,0.6480,0.5512,0.6187,0.7451,0.9278,0.9180,0.9144,0.8994
2021-03-31,0.2093,0.5540,0.4698,0.7541,0.7864,0.8457,0.7895,0.8419,1.0322,1.1586,1.1989,1.1780
2021-04-30,0.0184,0.2826,0.4519,0.5545,0.7637,0.7553,0.8163,0.7924,0.8188,0.9596,1.0914,1.1048
2021-05-28,0.1780,0.2708,0.3919,0.7162,0.7093,0.9373,0.9412,1.0464,1.0759,1.1254,1.2322,1.3710
2021-06-30,0.2549,0.2062,0.1789,0.3557,0.5545,0.6344,0.8258,0.8783,0.9586,0.9861,0.9821,1.0705
2021-07-30,0.1272,0.0056,-0.1120,-0.1385,-0.1386,0.0817,0.1165,0.1725,0.1731,0.2426,0.2831,0.3796
2021-08-31,-0.3713,-0.0351,0.0799,0.1057,0.1179,0.2902,0.6456,0.8515,1.1163,1.1751,1.1403,1.2294
2021-09-30,0.2488,0.1237,0.2947,0.5083,0.4989,0.5893,0.7884,0.9531,1.1132,1.3288,1.3741,1.3164
2021-10-29,0.2697,0.4747,0.3700,0.6199,0.8783,0.7801,0.9469,1.2006,1.4277,1.4128,1.4997,1.5923
2021-11-30,0.2248,0.4647,0.6173,0.5382,0.7805,1.0199,1.0143,1.1584,1.4300,1.5524,1.3503,1.5232
2021-12-31,0.3969,0.5307,0.6806,0.8861,0.9178,1.1081,1.3357,1.3727,1.5051,1.6651,1.6084,1.4824
2022-01-31,0.0035,0.0510,0.1191,0.2855,0.5522,0.5368,0.6767,0.8545,0.8636,0.9704,1.0557,1.1898
2022-02-28,0.3146,-0.0241,-0.1932,-0.2262,-0.1444,-0.2466,-0.3783,-0.3248,-0.2520,-0.2459,-0.2953,-0.0991
2022-03-31,0.2573,-0.2001,-0.3063,-0.2767,-0.2508,-0.3033,-0.2845,-0.3238,-0.2798,-0.2502,-0.2348,-0.2092
2022-04-29,-0.0386,-0.1309,-0.0452,0.0568,-0.0297,-0.1233,-0.1957,-0.2461,-0.2376,-0.2810,-0.2778,-0.2197
2022-05-31,1.0201,0.5072,0.3183,0.3467,0.3580,0.3693,0.2901,0.2444,0.1773,0.2022,0.1186,0.1235
2022-06-30,0.9188,0.4499,0.1868,0.0508,0.0184,0.0144,0.0057,-0.0032,-0.0696,-0.0839,-0.0915,-0.0542
2022-07-29,0.7909,0.5260,0.5821,0.4422,0.3911,0.3354,0.3376,0.3381,0.2817,0.2384,0.2142,0.2836
2022-08-31,0.6302,0.0133,-0.2653,-0.4435,-0.4135,-0.3544,-0.4040,-0.3858,-0.3684,-0.3496,-0.3723,-0.2847
2022-09-30,0.5260,0.2551,0.1159,0.0301,0.0763,-0.0179,-0.0300,-0.0124,-0.0455,-0.0496,-0.0709,-0.0151
2022-10-31,0.7198,0.4131,0.2811,0.3225,0.3220,0.4375,0.3719,0.3605,0.3583,0.3419,0.3734,0.4095
2022-11-30,0.3966,-0.0131,-0.2806,-0.2797,-0.3321,-0.2765,-0.2339,-0.2887,-0.3042,-0.3027,-0.2413,-0.1007
2022-12-30,0.6703,0.2049,-0.0585,-0.2667,-0.2771,-0.3169,-0.2666,-0.2545,-0.2794,-0.3047,-0.2985,-0.2017
2023-01-31,0.5018,0.2747,0.0803,0.0884,0.0609,-0.0413,0.0077,0.0039,0.0892,0.0516,0.0549,0.1541
2023-02-28,0.3598,-0.0224,-0.3196,-0.3706,-0.3769,-0.4328,-0.4094,-0.4665,-0.5088,-0.5927,-0.5223,-0.4312
2023-03-31,0.0500,-0.1091,-0.0817,-0.0469,-0.0830,-0.1162,-0.2062,-0.2615,-0.2751,-0.2683,-0.3001,-0.1160
2023-04-28,-0.0219,-0.0357,-0.0736,-0.0181,-0.0737,-0.1558,-0.1914,-0.2324,-0.2883,-0.2183,-0.1905,-0.1044
2023-05-31,0.0303,-0.1454,-0.0665,-0.0783,-0.1304,-0.2263,-0.2279,-0.2592,-0.2871,-0.2786,-0.2836,-0.1288
2023-06-30,0.0197,-0.0684,-0.0350,-0.0590,-0.1537,-0.1621,-0.2194,-0.2835,-0.2688,-0.2673,-0.2826,-0.1053
2023-07-31,0.1338,-0.1978,-0.1633,-0.3520,-0.4446,-0.4428,-0.4321,-0.5197,-0.5094,-0.4618,-0.4649,-0.3758
2023-08-31,0.1700,0.0114,0.0002,-0.0403,-0.1867,-0.2562,-0.2837,-0.2982,-0.2875,-0.0956,-0.0369,0.1115
2023-09-29,-0.1114,-0.0187,-0.0806,-0.1013,-0.1999,-0.3400,-0.3387,-0.4210,-0.3644,-0.3857,-0.3770,-0.2566
2023-10-31,0.4667,0.1511,0.1853,0.0974,-0.0331,-0.0854,-0.1643,-0.1925,-0.2684,-0.2085,-0.2317,-0.1746
2023-11-30,0.2861,0.2976,0.2832,0.4001,0.3021,0.1420,0.1260,0.0115,-0.0200,-0.1081,-0.0421,0.0216
2023-12-29,-0.0005,-0.0337,-0.0322,-0.0344,-0.0792,-0.1620,-0.2604,-0.2610,-0.2758,-0.3002,-0.3537,-0.2287
2024-01-31,-0.1245,-0.1738,-0.1092,-0.0970,-0.1560,-0.2333,-0.2811,-0.3344,-0.3257,-0.2635,-0.2934,-0.2721
2024-02-29,-0.0565,-0.1628,-0.1555,-0.0188,-0.0269,-0.0930,-0.1655,-0.2564,-0.2738,-0.1913,-0.1329,-0.1232
2024-03-28,-0.1410,-0.2696,-0.2708,-0.2917,-0.3357,-0.3645,-0.4175,-0.4650,-0.5096,-0.4549,-0.4270,-0.3193
2024-04-30,0.0479,0.0324,0.2015,0.3151,0.3249,0.3362,0.3182,0.2290,0.1996,0.1669,0.1332,0.2382
2024-05-31,-0.0807,-0.2737,-0.2711,-0.2694,-0.3207,-0.4038,-0.4010,-0.4014,-0.3969,-0.4274,-0.4464,-0.3641
2024-06-28,0.8529,0.8668,0.9999,1.1575,1.0804,1.0335,0.9776,0.9518,0.9485,0.9448,0.9351,0.9515
2024-07-31,0.0636,-0.0565,-0.0318,-0.0416,-0.2009,-0.2740,-0.3045,-0.3822,-0.4253,-0.3792,-0.3987,-0.3541
2024-08-30,0.6287,0.6243,0.7045,0.7704,0.7418,0.7055,0.6748,0.6726,0.7060,0.7072,0.6976,0.7636
2024-09-30,0.1207,0.0775,0.0899,0.1369,0.1190,0.0929,0.2168,0.2712,0.3468,0.3924,0.4217,0.4970
2024-10-31,0.0153,-0.0921,-0.0704,-0.0794,-0.1326,-0.2216,-0.3142,-0.3653,-0.3920,-0.3745,-0.4270,-0.4421
2024-11-29,-0.1722,-0.2086,-0.2537,-0.2437,-0.2852,-0.3805,-0.4284,-0.4647,-0.4341,-0.4016,-0.3470,-0.3457
