cluster,pick_mom_1,pick_mom_2,pick_mom_3,pick_mom_4,pick_mom_5,pick_mom_6,pick_mom_7,pick_mom_8,pick_mom_9,pick_mom_10,pick_mom_11,pick_mom_12,pick_disp_short,pick_disp_mid,pick_disp_long,n_months,mean_pi,mean_mom_overall,sharpe,sharpe_lo95,sharpe_hi95
0,0.07348890895966313,0.14554806050240293,0.2004908609970108,0.2559412934873732,0.3293459450297837,0.4155773327479228,0.48541732626913686,0.5641735933854978,0.5727950412656941,0.554068491506307,0.5580916450965102,0.5202376988459614,0.44569827368150094,0.8041608376907621,1.0678128676192304,64,0.21766757876585419,0.389598016507772,1.3757684909324097,0.6512929518241991,2.0759570135041594
1,0.005781828816413879,0.027436299164829512,0.018417797797887967,0.019361778924608254,0.033837474462682815,0.07286209847611633,0.10693552995066168,0.13710513542984487,0.1471551001649019,0.1478575645040982,0.15291078816579193,0.10524093244207862,0.36976897352656596,0.6344088400673441,0.8051131640771305,78,0.3586381094445388,0.08124186069165966,0.820820623972195,0.41678689075460285,1.3749152807476246
2,-0.14900337475190806,-0.2072247816964312,-0.2530272032119402,-0.29267516681642813,-0.32048427100927496,-0.3529457882941698,-0.38524911403359074,-0.40768571832477685,-0.4287169803605767,-0.43000394728205654,-0.4286600958141231,-0.4384209251103769,0.31177906378255493,0.4678390488545532,0.5064661175657654,25,0.7199345802757416,-0.3411747805588044,1.216662230289497,0.01315596800326336,2.02806301089282
