strategy,n_months,ann_ret,ann_vol,sharpe,max_dd,total_ret
market,167,0.10742995613066819,0.14826595340047743,0.7649286271708445,-0.21512678421291612,3.137468654507696
fixed_mom_12,167,-0.018573034079078288,0.1855296695918202,-0.006793838277766419,-0.663360510324345,-0.22964605074284605
fixed_mom_1,167,-0.035439694050958814,0.14356407130020182,-0.17852597361272723,-0.5246506128563483,-0.3947744082402145
method0_formula,167,-0.00977396995712787,0.1785220817486798,0.035027922235045965,-0.5803772901062968,-0.12775957669452676
method1_lr,167,0.0028468690707490474,0.13310919808401847,0.087538842508686,-0.36845702606660813,0.0403556644686307
method1b_ridge,167,-0.03580014398526554,0.12914714064790103,-0.21734294921389086,-0.6389817437560364,-0.39791434009336857
method2_xgb,167,0.06959315700738089,0.1339878161441416,0.5699432400912333,-0.19844204078077166,1.5505023963369977
