strategy,n_months,ann_ret,ann_vol,sharpe,max_dd
market,184,0.12311571638168028,0.14890570282517973,0.8577014385836953,-0.21512678421291592
fixed_mom_12,183,-0.004695092344822349,0.1891173435905879,0.07076202668234315,-0.6633605103243454
fixed_mom_1,183,-0.022158560591009846,0.14676591994457863,-0.07848177585019102,-0.5246506128563481
method0_formula,183,-0.03947718303686676,0.17869851202070097,-0.13419001670749583,-0.6800936220825216
method1_lr,183,-0.021132496261068945,0.1383479693086109,-0.08533731466610502,-0.47071286828046094
method1b_ridge,183,-0.033802259487882624,0.13592307931961928,-0.18474195583027295,-0.6572255058592106
method2_xgb,183,0.0683545365716649,0.14654716665303458,0.5247930405684231,-0.18071791498768316
