date,SPMO/top500,SPMO/full CRSP,XGB/top500,XGB/full CRSP
2013-04-30,0.003232269627470723,0.015342318670506217,0.04786630705877348,0.06654545554937331
2013-05-31,-0.005751582222581339,-0.046997309093011,-0.01067274973710617,-0.06043587678239754
2013-06-28,0.04812984344239974,0.08576601696051958,0.050651934848669526,0.012123379043383398
2013-07-31,-0.03673307275896097,-0.02991155728160715,-0.00945712989205758,0.06526165873172865
2013-08-30,0.039099050069574565,0.04540237755356567,0.032176167295683594,0.029491957089278445
2013-09-30,0.02079525722489862,0.0052568334946594,0.04517565150974483,-0.018195069496187682
2013-10-31,0.031576566264855076,0.039202709164178284,0.035997474557425864,0.02215477967028703
2013-11-29,0.027382451532131792,0.032832304389678005,0.03529232962594476,0.03699773354940848
2013-12-31,-0.028375042454042834,-0.022034927208803665,-0.01915079220292055,0.004996843212013045
2014-01-31,0.05456001156269584,0.062522380154681,0.046544838177075665,0.19076198036498368
2014-02-28,-0.010271415698244567,-0.048015203051659204,0.009833138890957912,0.007146954111132021
2014-03-31,-0.01093563359793457,-0.0031650891202929772,-0.014428002376669477,-0.019863205837195218
2014-04-30,0.04706203847322911,0.04421272984728711,0.03524420152883966,0.009142414318510383
2014-05-30,0.019354926390610858,0.04213004841414517,0.03002081141756091,0.09192185700150007
2014-06-30,-0.007563645079531956,-0.025620416603764514,-0.01790951381806618,-0.011489988280470691
2014-07-31,0.038335999120475264,0.05614780291808306,0.04980757652898319,0.06999532074202387
2014-08-29,-0.007245004251823496,-0.015782887465042743,-0.022327582263017412,-0.033343657082490395
2014-09-30,0.01623887505525078,0.0021511066018517523,0.025305088830992067,0.034009765516895815
2014-10-31,0.039048320160347275,0.036851746008199696,-0.018793844351653394,-0.009218912321215968
2014-11-28,-0.012982903843116225,-0.00795777061536119,-0.003126851513212775,-0.039177651131843995
2014-12-31,-0.02890972265462367,-0.06481579042504626,-0.048220821012162324,-0.05831549822701185
2015-01-30,0.06692826359889666,0.05370281340839116,0.0816953714700469,0.14225482242741547
2015-02-27,-0.022616426466384853,-0.040611394204510876,-0.0255224247351596,0.05438645923920407
2015-03-31,-0.015294196677893472,-0.00561872181908098,-0.0012108346943878307,-0.015450835459538174
2015-04-30,0.027598803900784622,0.039415940606103116,-0.018412522185488913,-0.015511926725062148
2015-05-29,-0.019292077918156236,-0.024883147629176174,-0.01285005696493784,-0.010215238410733248
2015-06-30,0.030840314599389747,0.011863732987369636,-0.015574792270341167,-0.18945030910785626
2015-07-31,-0.06778537569627432,-0.06082271971918868,-0.05669731664339888,-0.03598922276223606
2015-08-31,-0.020481428399746163,-0.010853220284268394,-0.04999839022991665,-0.2015133390200299
2015-09-30,0.03318893716352457,0.005467020064731552,0.07433722510766275,0.07035085202094489
2015-10-30,0.007479250532505799,0.003738433691551701,-0.007326151075916571,0.028759240507637306
2015-11-30,-0.0004107446370818695,-0.018956675478883408,0.004477954016174137,-0.010390302322115191
2015-12-31,-0.050495099400406654,-0.0769808734911749,-0.08740321593324225,-0.15009162465466877
2016-01-29,-0.010566631055919108,-0.025756226848426197,0.004934032781555464,-0.012002926524887275
2016-02-29,0.052616993414763134,0.028299571157110463,0.08139239419739457,0.09949493780650508
2016-03-31,-0.011663437006983291,-0.0006117279129416672,0.01551908906056513,0.13452082471543317
2016-04-29,0.028109530613157956,-0.002637622318440867,0.028077265337381935,0.015012133118791127
2016-05-31,0.015503020395704328,0.014997318881974172,-0.019692179359728782,-0.012815209149678918
2016-06-30,0.03793820197100137,0.034071509095284246,0.05118283823779682,0.07794048265035698
2016-07-29,-0.007690764709746269,0.008202572624766693,0.03062654894511136,0.0355061784712235
2016-08-31,-0.0009502334151030417,-0.013875384708449427,0.002613783068251334,0.042441035963243876
2016-09-30,-0.01462048836792897,-0.0029582251832296924,-0.032986040232581594,-0.06422166825834015
2016-10-31,-0.013381480445380714,0.0115523269269653,0.055760612237601266,0.08212092567971303
2016-11-30,0.025061669743001325,0.02339876032343351,0.013910445938231049,-0.02533946810464116
2016-12-30,0.02665229800956336,0.013545756278621585,0.04649810411204195,0.036193442260961696
2017-01-31,0.04433400829262733,0.052411046801071684,0.026179104819870166,0.03664783834741479
2017-02-28,0.01357491556742313,0.010851292144475283,-0.003227834024271711,0.007711278591032914
2017-03-31,0.00809994903929691,0.00032498686948664645,0.01496534186604669,-0.014789665067094976
2017-04-28,0.015602868542903487,0.04317289979691759,0.009845902942193731,-0.1011160765149001
2017-05-31,0.01617557984342328,-0.004129341160989646,0.013374265059956973,0.07342208627132432
2017-06-30,0.032363925175854714,0.040866609679253395,0.01429697012492833,0.022776041772494184
2017-07-31,-0.001389777614725541,0.01165373094962514,0.019912481405704376,0.0009654594290154713
2017-08-31,0.033317325417492744,0.0446986997151829,0.02331774656620834,0.005059723829849417
2017-09-29,0.040242578922516994,0.019968018919122033,0.005424146804174666,-0.028931598405893925
2017-10-31,0.02380138955142507,0.03388640011241277,0.035288558915946705,0.048337156636096584
2017-11-30,-0.001975377790712674,-0.002497720865507813,0.010482759965734861,0.0018278532083895087
2017-12-29,0.0763364459031671,0.10699148699435448,0.06635462989300281,0.013408949709823974
2018-01-31,-0.006892408187544454,-0.014725600768557107,-0.028667108007689318,-0.04314057308383311
2018-02-28,-0.033544303432458136,-0.027512536607499104,-0.03494790707531477,0.03518663687835011
2018-03-29,0.012687475465151312,0.003615477478818578,0.005030933377106097,0.033822816802670345
2018-04-30,0.04465531959336401,0.057825521436121276,0.03738702866562968,0.04139581380331505
2018-05-31,-0.009358384717521965,-0.01643242953338323,0.009605036930722184,0.044393889115522306
2018-06-29,0.021856621075662237,0.0355719531261657,0.0366946065652789,0.01570540491813567
2018-07-31,0.03722353305035255,0.05410825764209212,0.013281778119573477,0.04839841644160867
2018-08-31,-0.00022279878761062978,0.013429117300738995,-0.020597149392692745,0.013969016497627811
2018-09-28,-0.0681441152684972,-0.027681125587679753,-0.07695380665511083,-0.1223215328664362
2018-10-31,0.018787084189044036,0.02928250381578944,0.01001943645646501,-0.1778590743057161
2018-11-30,-0.08702207804283528,-0.09795593753955774,-0.09353828370525091,-0.13261607841928647
2018-12-31,0.09164518847239492,0.1321631403641717,0.10904984401938393,0.31910075219178163
2019-01-31,0.04872606347876977,0.007364265211653951,0.024384102801259074,0.08172098943248399
2019-02-28,0.03031037426328603,0.051650569971810105,0.005079199681532868,0.02342891002135213
2019-03-29,0.006211128642278235,-0.0021923443638132106,0.030038440815136614,0.017934586433322616
2019-04-30,-0.025375926010111714,-0.006870396169865756,-0.0892162395633735,-0.11758131388643327
2019-05-31,0.05482783399069467,0.048076913858740106,0.06604894345382845,0.07580470063625085
2019-06-28,0.006124619490637243,0.0032850083652958373,0.004919245157108637,0.014265738564666893
2019-07-31,0.005256612748983427,0.02938536929410993,-0.04217415893573408,-0.10210679868963965
2019-08-30,1.9957337356370445e-05,-0.00901833043191969,0.016521046454888774,0.008023787381856681
2019-09-30,0.0007426675806371303,-0.0025116418566751356,0.03744051087446731,0.07578541038378667
2019-10-31,0.010921197128219002,-0.000986390875249433,0.058819371158967605,0.10953014658315698
2019-11-29,0.018038011136428486,0.018260296779634186,0.021643757482079806,0.09823626321452131
2019-12-31,0.035400950128961835,0.04523276594778294,-0.01996534689773466,-0.07092799623836367
2020-01-31,-0.08104927009930338,-0.079582467173906,-0.06864533906080121,0.01727916637161401
2020-02-28,-0.09211793174048719,-0.09421051156615104,-0.16107594108509338,-0.12332604957085251
2020-03-31,0.1264929744722003,0.02016213383391382,0.15880405196784947,0.3257243232895485
2020-04-30,0.07390074257212935,0.054316284580668846,0.07417628319647429,0.07999956520933924
2020-05-29,0.03912438439869067,0.0492163796949737,0.08818475438937831,0.036109080184979284
2020-06-30,0.07776311170675336,0.0668943461366539,0.059224057545090865,-0.01249899822311082
2020-07-31,0.12628352391821035,0.07109471952638817,0.08463674947936212,0.11222600014740398
2020-08-31,-0.043104349493800036,-0.03934592797332129,-0.05477668749624703,0.015884619614631702
2020-09-30,-0.027542612658183876,-0.02448490168544655,-0.014148741060555227,0.00218105094680832
2020-10-30,0.10310145035956027,0.10502665654849161,0.1774086135580562,0.26135194827821123
2020-11-30,0.03909753780909363,0.06273335920406016,0.07626341966562913,0.212851776230135
2020-12-31,0.0068478871177393395,0.023923290497605068,0.003840573536621779,0.11317610391335675
2021-01-29,-0.01528581250895521,-0.039681586227983776,0.059476640203191496,0.08648730603586456
2021-02-26,0.008210690938623273,-0.009974392272107831,0.05058845477696525,-0.03706303492435889
2021-03-31,0.05559665961541909,0.0013453318800411577,0.04332176144261819,-0.021499126832726288
2021-04-30,-0.007866936191597312,-0.02573710071968874,-0.0037165079717245628,0.014644201871936827
2021-05-28,0.07217745662366355,0.11047546788419303,0.02427436758683719,0.1667949325494574
2021-06-30,0.03306041414650946,-0.017528668968152087,0.004553686227481174,-0.14607464149664212
2021-07-30,0.04076059561386759,0.025410214294569737,0.020131494445710798,0.07745134097317359
2021-08-31,-0.044249229556909714,-0.05885569007670396,-0.01996456014922611,-0.07733289681496888
2021-09-30,0.03974376111379881,0.0026729695139396277,0.04493593000485568,-0.04049381860979634
2021-10-29,-0.03241612819079176,-0.02038445889583968,-0.006554819263675107,-0.10879970683897221
2021-11-30,0.019623850258588246,0.008366641933861933,0.03233186958577879,-0.1928058458063968
2021-12-31,-0.07794167093321541,-0.09136585336619236,-0.011790245648188378,-0.02509873722785152
2022-01-31,-0.016523636301001954,-0.009098434708949703,-0.02330792946031736,0.07982594466172638
2022-02-28,0.022050915400909376,-0.016040747790366405,0.043523257313672827,0.21188849867236917
2022-03-31,-0.04860454154648435,-0.006655259477217119,-0.0869258072849175,-0.10752946116018439
2022-04-29,0.005118168577596504,0.043615613178925504,0.01638176634077682,-0.15588768796722013
2022-05-31,-0.08227705771674661,-0.10989038405495402,-0.11719514899936014,-0.05550723228091019
2022-06-30,0.0855803954793277,0.09418327777977947,0.15174473571696753,0.15152300427549284
2022-07-29,-0.023724751733113815,0.005450813010656994,-0.016583367099291084,-0.010503476681622095
2022-08-31,-0.07691622090916322,-0.08149261821511672,-0.10152309768959587,-0.12799284397943647
2022-09-30,0.07036434693148994,0.027024350070635694,0.01101305673922845,0.07669353774786676
2022-10-31,0.022633810285486625,0.008442333574240976,0.08244032574350839,0.02465057952911579
2022-11-30,-0.0370713257797294,-0.04200387244469608,-0.10367297361571073,-0.09969640469119963
2022-12-30,-0.00960900416206113,0.02051217700478837,0.17018815983130675,0.16012368988644016
2023-01-31,-0.03989533072746416,-0.06618084975342202,-0.007180122445349336,-0.10651270785352848
2023-02-28,0.011676671328981652,0.004269812796069618,0.03564180787173933,-0.033760685990861246
2023-03-31,0.01140561455622752,-3.083737192777048e-05,0.025065595945831978,-0.04990200447522262
2023-04-28,-0.04449789983409523,0.008944234846323217,0.06234436772020701,0.010985148548112677
2023-05-31,0.06937610508878954,0.05154224280605703,0.10313926639819927,0.24711958727817626
2023-06-30,0.004110435680498382,0.06583632019761367,0.04908035432499647,0.10182087693252928
2023-07-31,0.021050629774598793,-0.0037454515613907485,-0.017675054131510926,-0.07446520701674765
2023-08-31,-0.020515406808710168,-0.02197850634581831,-0.054079170315583874,-0.010443445657739426
2023-09-29,-0.035493654078207565,-0.005087137479539785,-0.04059671073535018,-0.04732428559877757
2023-10-31,0.09127919701630474,0.14578706116663873,0.13200499051989645,0.194848981915333
2023-11-30,0.05545334003885673,0.06504065085005281,0.08931143585226174,0.2161098538366089
2023-12-29,0.056960319813912245,0.22804455765724366,0.026593551163969536,-0.10440997951884581
2024-01-31,0.11452877568562743,0.2777770325661687,0.06574904815405877,0.08161295773486868
2024-02-29,0.04443169603651169,0.1368534287349981,0.05068413212835429,0.009121826212463949
2024-03-28,-0.040733841300702185,-0.024034265532649778,-0.06667856341978762,-0.14086535262557068
2024-04-30,0.06469192653093143,0.08675932419189357,0.10470290085838954,0.003799042155533424
2024-05-31,0.06892650466138253,0.09448653059694814,0.038959416044957895,-0.0700322660743769
2024-06-28,-0.03063041069842252,-0.04715084522887554,0.0043354141836223405,0.012856527429543504
2024-07-31,0.027389714289973912,0.03268814053616871,0.02238307554557521,-0.03536800471513348
2024-08-30,0.025741247598617373,0.03258786747757763,0.05089548920609152,0.2138265562862658
2024-09-30,0.016488872476086353,0.00021528877291673138,-0.0035959789979728737,-0.05709544959190048
2024-10-31,0.0738922198521114,0.10097733571842696,0.11804185388102434,0.16326881577319796
2024-11-29,-0.03362046533330562,-0.07467430980335185,-0.06299730623293946,-0.11387419617014957
2024-12-31,0.0,0.0,0.0,
