date,mom_1,mom_2,mom_3,mom_4,mom_5,mom_6,mom_7,mom_8,mom_9,mom_10,mom_11,mom_12
2022-06-30,-1.7793,-1.5943,-1.0788,-0.9669,-1.0105,-1.0864,-1.1232,-1.1316,-1.0033,-0.9557,-0.9815,-0.9479
2022-07-29,-1.4624,-1.3370,-1.7375,-1.4485,-1.4606,-1.4723,-1.5790,-1.6341,-1.6072,-1.5016,-1.4474,-1.5279
2022-08-31,-0.9129,-0.1814,-0.1283,-0.2755,-0.2366,-0.3138,-0.3677,-0.5018,-0.5634,-0.5974,-0.5318,-0.6164
2022-09-30,-0.7265,-0.3484,-0.2485,-0.3838,-0.8168,-0.7408,-0.8127,-0.9521,-1.0348,-1.0748,-1.0493,-1.0848
2022-10-31,-1.4202,-0.9567,-0.8279,-0.8447,-1.0793,-1.4795,-1.4425,-1.4904,-1.5301,-1.5530,-1.6190,-1.6688
2022-11-30,-1.0138,-0.6278,-0.0993,-0.0275,0.0455,-0.2167,-0.5453,-0.4130,-0.4819,-0.5754,-0.7198,-0.9419
2022-12-30,-1.2806,-0.8001,-0.5523,-0.1875,-0.1555,-0.1247,-0.3793,-0.6162,-0.5128,-0.5481,-0.6134,-0.8153
2023-01-31,-0.9016,-0.7918,-0.6312,-0.6278,-0.6433,-0.5702,-0.6915,-0.8408,-1.1080,-0.9693,-1.0337,-1.1425
2023-02-28,-0.0731,0.4207,0.7022,0.6287,0.5949,0.7237,0.6787,0.7620,0.6781,0.5869,0.4703,0.2348
2023-03-31,-0.2132,0.3451,0.1506,0.0235,0.0043,0.0424,0.2297,0.3634,0.3345,0.1927,0.0495,-0.2523
2023-04-28,-0.2134,-0.2524,0.0432,-0.0610,-0.0803,-0.0695,-0.0176,0.1064,0.1872,0.0773,-0.0616,-0.3771
2023-05-31,-0.0096,-0.0103,-0.1754,0.0319,0.0938,0.1718,0.1390,0.2046,0.2718,0.2350,0.1968,-0.1425
2023-06-30,0.0670,0.2656,0.0877,0.0659,0.3954,0.3604,0.4209,0.4283,0.3411,0.2872,0.2906,-0.0755
2023-07-31,-0.0565,0.6015,0.4936,0.7189,0.8709,1.0595,1.0448,1.1484,0.9641,0.8117,0.7767,0.6413
2023-08-31,-0.1659,0.0950,0.2535,0.3418,0.5381,0.5920,0.7560,0.7348,0.5883,0.2278,0.1049,-0.1579
2023-09-29,0.0964,0.0331,0.0571,0.2280,0.4013,0.5486,0.5140,0.7283,0.6750,0.6534,0.5397,0.3200
2023-10-31,-0.8059,-0.4376,-0.4716,-0.3829,-0.1307,-0.0420,-0.0209,-0.0878,0.1382,0.1431,0.0973,-0.0968
2023-11-30,-0.5592,-0.6822,-0.7284,-0.8499,-0.7322,-0.4292,-0.3826,-0.3034,-0.3196,-0.1203,-0.1439,-0.3012
2023-12-29,0.3013,0.3104,0.2666,0.3332,0.3735,0.5047,0.7353,0.7444,0.7690,0.8130,0.9602,0.7220
2024-01-31,0.5991,0.8864,0.5566,0.4730,0.5054,0.5984,0.5839,0.6918,0.6641,0.5354,0.5047,0.5302
2024-02-29,0.1765,0.5018,0.4714,0.1541,0.1246,0.2295,0.3064,0.4155,0.5246,0.4206,0.3283,0.2748
2024-03-28,0.6324,0.7727,0.8201,0.8549,0.8343,0.8416,0.9155,0.9775,1.0341,1.0586,1.0174,0.7953
2024-04-30,0.1996,0.4261,0.0779,-0.0551,-0.1121,-0.1986,-0.2278,-0.1286,-0.1308,-0.1144,-0.0757,-0.2348
2024-05-31,0.2978,0.7390,1.0031,1.0789,1.2216,1.3699,1.3356,1.2920,1.2482,1.2404,1.2201,1.1260
2024-06-28,-1.2431,-1.3039,-1.5255,-1.6385,-1.4784,-1.2321,-1.1230,-1.0946,-1.1106,-1.1273,-1.0831,-1.1728
2024-07-31,-0.0537,0.2109,0.1227,0.1540,0.4667,0.5982,0.7046,0.8174,0.8204,0.7545,0.8072,0.6985
2024-08-30,-1.1120,-1.1669,-1.2383,-1.3757,-1.3237,-0.9940,-0.9084,-0.8223,-0.8059,-0.8593,-0.8736,-1.0404
2024-09-30,-0.2563,-0.1415,-0.2585,-0.2738,-0.2270,-0.1487,-0.2036,-0.2713,-0.3538,-0.4748,-0.6184,-0.8029
2024-10-31,0.2138,0.3277,0.2510,0.2583,0.4366,0.5669,0.7468,0.9432,1.0310,0.9993,1.1123,1.1163
2024-11-29,0.6212,0.8474,1.0198,0.9733,1.0050,1.1770,1.2344,1.2604,1.1840,1.0829,0.9371,0.9214
