strategy,n_months,ann_ret,ann_vol,sharpe,max_dd,total_ret
market,167,0.054931117569182675,0.11598419236342902,0.52031183430775,-0.2516252894974079,1.1047576672281036
fixed_mom_12,167,0.06087459051406996,0.2984368072974313,0.35392116555901926,-0.6255017240082276,1.2759252553134872
fixed_mom_1,167,-0.005330815583426296,0.18949866091021353,0.07142317856191047,-0.4838126122197113,-0.07168635910581922
method0_formula,167,0.08636972104758733,0.2669849023455535,0.4467656685476174,-0.5920662602855065,2.1672985247894543
method1_lr,167,0.05873527626467423,0.2824964089262154,0.35243066002120704,-0.6669206235845085,1.2128794530293674
method1b_ridge,167,0.025695916682099806,0.2150388660742802,0.2263326970517441,-0.49109415613173196,0.42345110303958555
method2_xgb,167,0.13019351995046557,0.19921903799524815,0.7168817644477206,-0.21414372935581222,4.49174014873069
