name,combo,sharpe,ann_ret,ann_vol,mdd,seed_mean,seed_std,stab_mean,stab_std,stab_min,stab_max,stability
DD+VOL+DISP+REL_N,"['DD_z', 'VOL_z', 'DISP_z', 'REL_N_z']",0.7837697351880115,0.1475563932611763,0.20272446122339313,-0.26637164240446193,0.6718848800659746,0.08901752026116808,0.6104066518218386,0.10176903423255027,0.47927286877717395,0.793456607905147,MODERATE
DD+VOL+DISP+BANK_REL,"['DD_z', 'VOL_z', 'DISP_z', 'BANK_REL_z']",0.5578415298969769,0.09767289787061495,0.2046264068254719,-0.2835230809701907,0.5563514783942557,0.1354382265832785,0.6053695922197401,0.03837699935766051,0.5407682918864608,0.6505942482550098,STABLE
DD+VOL+REL_N+BANK_REL,"['DD_z', 'VOL_z', 'REL_N_z', 'BANK_REL_z']",0.6325405223498992,0.117012011858032,0.21032252061202214,-0.350863950903163,0.6097063641178642,0.08211706516986467,0.6315251281453511,0.1454406119454186,0.35040196039090143,0.7739891780866562,MODERATE
DD+DISP+BANK_REL,"['DD_z', 'DISP_z', 'BANK_REL_z']",0.7204281522902871,0.134788175930471,0.20467385054471565,-0.3540911587645421,0.7549378806470781,0.07430741587985648,0.6943619461514563,0.08528484342691905,0.5963511774767998,0.7928297153031026,STABLE
DD+DISP,"['DD_z', 'DISP_z']",0.7168049953480681,0.13796900930618072,0.21202134325504274,-0.43517619838692817,0.6783879118078616,0.09677674261816573,0.6812914047968307,0.1202567011165051,0.5489169712396028,0.8890019347894743,MODERATE
DD+VOL,"['DD_z', 'VOL_z']",0.3728091376354397,0.054678896896837914,0.19294440394670287,-0.38199648407505393,0.560835337660472,0.08658654281570836,0.6627610289187513,0.09671589288856029,0.5451721602451752,0.7910119609540478,STABLE
DD+VOL+DISP,"['DD_z', 'VOL_z', 'DISP_z']",0.4390040005915438,0.0712552086147078,0.20527794037216415,-0.3751642870462124,0.5301081994658219,0.0849975535208095,0.5133847955192733,0.1316525340014126,0.38398947087314816,0.723799303646008,MODERATE
DD+VOL+REL_N,"['DD_z', 'VOL_z', 'REL_N_z']",0.558335854035292,0.10147015438821994,0.21536470619013603,-0.34044073589434903,0.5636816213346398,0.08704337070426772,0.6864946573374318,0.15273829329681426,0.4402371228803857,0.9218668055971377,UNSTABLE
DD,['DD_z'],0.7084722341044696,0.14245983764880887,0.22253036867827547,-0.40302864284194084,0.6703657604300128,0.09932687328143265,0.554169197682002,0.10850248882025468,0.3391650644850676,0.632355791146316,MODERATE
