date,ret
2011-01-31,-0.005924992957696755
2011-02-28,0.020402930738976276
2011-03-31,0.028228866151741732
2011-04-29,-0.00012305330687511378
2011-05-31,-0.016636203811045896
2011-06-30,-0.006517300280053705
2011-07-29,-0.06856240784090673
2011-08-31,-0.1145570985464856
2011-09-30,0.05642739757688403
2011-10-31,-0.04683579177663638
2011-11-30,0.04162891031827195
2011-12-30,0.15587015590420142
2012-01-31,-0.020471897911293117
2012-02-29,0.007064756463004801
2012-03-30,0.02184129055023489
2012-04-30,-0.04125930212274227
2012-05-31,0.013463958319628419
2012-06-29,-0.041506808100623384
2012-07-31,0.051437235084357213
2012-08-31,0.04407038278168009
2012-09-28,0.010930081687378933
2012-10-31,0.014299834281189493
2012-11-30,-0.025374616180664653
2012-12-31,-0.011112999625067305
2013-01-31,0.025467474996266736
2013-02-28,-0.039887721038940956
2013-03-28,-0.0092496336683691
2013-04-30,0.005576437592480385
2013-05-31,-0.055153307602990725
2013-06-28,0.004510366338509939
2013-07-31,0.016821316064087363
2013-08-30,-0.041002170588068966
2013-09-30,0.021037425838563436
2013-10-31,0.03286148894557523
2013-11-29,0.007128499595771487
2013-12-31,-0.049535562976946626
2014-01-31,-0.013318440487054896
2014-02-28,0.003837638980006485
2014-03-31,0.03419601128495493
2014-04-30,-0.02852899157900805
2014-05-30,-0.017644804939824548
2014-06-30,0.04355629433945538
2014-07-31,-0.0068791317768795955
2014-08-29,-0.05292639016676409
2014-09-30,-0.03875386471188894
2014-10-31,-0.03329745828782468
2014-11-28,-0.01965013400783567
2014-12-31,-0.03281793095087643
2015-01-30,0.07667418393270983
2015-02-27,-0.02833691855032374
2015-03-31,0.04163835594301944
2015-04-30,-0.020596115810018734
2015-05-29,-0.007411767438478194
2015-06-30,0.006859560004483991
2015-07-31,0.001109938152618934
2015-08-31,-0.07101826350118227
2015-09-30,0.04642784636028656
2015-10-30,-0.02671969344267559
2015-11-30,-0.0454075083051695
2015-12-31,-0.06992909792296056
2016-01-29,0.026093343785178504
2016-02-29,-0.004194840937842464
2016-03-31,0.055038741958694834
2016-04-29,0.01595741143331103
2016-05-31,-0.054116442065081274
2016-06-30,-0.0049901578766304786
2016-07-29,-0.01712290692233604
2016-08-31,-0.07120696098149064
2016-09-30,-0.03165433470347469
2016-10-31,0.11339248573122822
2016-11-30,-0.033878378045529
2016-12-30,0.014902052699348568
2017-01-31,0.02478539129359068
2017-02-28,-0.003625844136852307
2017-03-31,0.04413525994277075
2017-04-28,-0.02722900803087531
2017-05-31,0.02470623087872391
2017-06-30,-0.009657726620880186
2017-07-31,-0.06083595186927779
2017-08-31,-0.013217816337778257
2017-09-29,-0.052600977229762785
2017-10-31,-0.0035553482948234238
2017-11-30,-0.02283295088371361
2017-12-29,-0.02072948164182358
2018-01-31,-0.024353515502501786
2018-02-28,0.014199178184364487
2018-03-29,0.02795714725591713
2018-04-30,-0.0006035385421377796
2018-05-31,-0.02662481821824748
2018-06-29,0.01663879040007103
2018-07-31,-0.0340708330399678
2018-08-31,-0.011070745689172625
2018-09-28,0.04940073345557744
2018-10-31,-0.0797380438814027
2018-11-30,-0.06619304337640607
2018-12-31,0.0227312617692206
2019-01-31,0.009300258890672868
2019-02-28,0.02275875521172101
2019-03-29,-0.002016470595774896
2019-04-30,-0.013088261946180155
2019-05-31,-0.03479009743766356
2019-06-28,-0.02274177192858127
2019-07-31,-0.08167314414379505
2019-08-30,0.09217883685668482
2019-09-30,-0.0015388873521185048
2019-10-31,0.06534647405719114
2019-11-29,0.03327465075202775
2019-12-31,-0.011853110685063317
2020-01-31,-0.024972982960693665
2020-02-28,-0.0966675074727488
2020-03-31,0.004952114350222336
2020-04-30,-0.015318838332375951
2020-05-29,-0.0340343219506178
2020-06-30,-0.0867265609451888
2020-07-31,-0.027714675572875255
2020-08-31,-0.018053346697350744
2020-09-30,0.03947900182139481
2020-10-30,0.0005320690222436297
2020-11-30,-0.0667485043788212
2020-12-31,0.025168663131490666
2021-01-29,0.09502565889473363
2021-02-26,0.054431733312182776
2021-03-31,0.0020725108669125527
2021-04-30,0.05988568167575133
2021-05-28,-0.08278957457928533
2021-06-30,0.033402348417993714
2021-07-30,-0.020533294913612547
2021-08-31,0.0343343146758846
2021-09-30,-0.05558823169888876
2021-10-29,-0.03337229033147097
2021-11-30,0.13720767917647647
2021-12-31,-0.016097429653204116
2022-01-31,-0.03030735065023277
2022-02-28,-0.03560419730786789
2022-03-31,-0.11681701577582418
2022-04-29,-0.0782771933073757
2022-05-31,-0.014675240605563978
2022-06-30,-0.019647416997700243
2022-07-29,0.005166088272633645
2022-08-31,0.031117697148883936
2022-09-30,0.027377598285784174
2022-10-31,0.04819500907540017
2022-11-30,0.033585776381920195
2022-12-30,0.07529590291001487
2023-01-31,0.038835645448097054
2023-02-28,-0.07808255523457776
2023-03-31,-0.09637724330647499
2023-04-28,-0.14792805216860813
2023-05-31,-0.07457126383168378
2023-06-30,0.05633660812110231
2023-07-31,-0.06167427001111762
2023-08-31,-0.00012472684782173114
2023-09-29,-0.019700586502493164
2023-10-31,0.032042637076448534
2023-11-30,0.02729206465036313
2023-12-29,-0.18910019556326266
2024-01-31,-0.08709285666762763
2024-02-29,-0.0019298176175746862
2024-03-28,0.04449941976697077
2024-04-30,-0.1522263360982258
2024-05-31,-0.10205145212158571
2024-06-28,0.018944612023609118
2024-07-31,0.01820898495819023
2024-08-30,-0.010195626534673697
2024-09-30,0.012522255483348883
2024-10-31,-0.016546182004804295
2024-11-29,-0.012477309862499779
