date,strat_ret,bench_ret,year
2011-01-31,0.03266638428378978,0.03422642638983876,2011
2011-02-28,0.004291316065924563,0.0033341656011252174,2011
2011-03-31,0.03819194418536605,0.029856483475008536,2011
2011-04-29,-0.020137469821782387,-0.01222913831761714,2011
2011-05-31,0.0013048622553679624,-0.01667960773332828,2011
2011-06-30,0.0019603427328638845,-0.02209391528812852,2011
2011-07-29,-0.08916539989091907,-0.05647971532180564,2011
2011-08-31,-0.13447212214147716,-0.07262228490059644,2011
2011-09-30,0.15991871565930846,0.1099468906915501,2011
2011-10-31,-0.0379475899651162,-0.001534352628261269,2011
2011-11-30,-0.012214697862657014,0.007587140129311832,2011
2011-12-30,0.101230103971743,0.0480247955181498,2011
2012-01-31,0.05805640025790092,0.04511637751916406,2012
2012-02-29,0.0453351176782563,0.031143664689281994,2012
2012-03-30,-0.0017886246877587058,-0.007538422900749915,2012
2012-04-30,-0.05768705591345126,-0.060852882227490634,2012
2012-05-31,0.01698239377390214,0.037969372471791274,2012
2012-06-29,0.0201648834993059,0.010175532416782618,2012
2012-07-31,0.06018125221422466,0.02532845813174698,2012
2012-08-31,0.009950658592552326,0.026025544690747256,2012
2012-09-28,-0.05004704635691334,-0.016915947757991854,2012
2012-10-31,0.029807291582760225,0.007014877644883604,2012
2012-11-30,0.03713435818522724,0.010282307151326768,2012
2012-12-31,0.04862057029991586,0.05479265600750827,2012
2013-01-31,0.003171904344865607,0.01318133889391701,2013
2013-02-28,0.062099082867426214,0.03967203963913761,2013
2013-03-28,0.0032263730378142017,0.016920687394622963,2013
2013-04-30,0.04836398484830936,0.026600366829474406,2013
2013-05-31,-0.03643501942044361,-0.012994067839781272,2013
2013-06-28,0.06952073717612088,0.05522835995467278,2013
2013-07-31,-0.02744211394044842,-0.02691348053178278,2013
2013-08-30,0.07306556190953901,0.03576475361041438,2013
2013-09-30,0.02993219210060791,0.043218903217536776,2013
2013-10-31,0.024745877365018654,0.030105844067958167,2013
2013-11-29,0.028339319768058546,0.026797828600796086,2013
2013-12-31,0.008073555339041152,-0.03352396174525577,2013
2014-01-31,0.09266085442621845,0.046821027006793796,2014
2014-02-28,-0.0662288376060791,0.0052469389781009505,2014
2014-03-31,-0.021281087845117525,0.0022522670847935434,2014
2014-04-30,0.033679326118049045,0.021543210709512782,2014
2014-05-30,0.03258446077078975,0.02360180203153411,2014
2014-06-30,-0.013854498079340492,-0.017066743442836037,2014
2014-07-31,0.07387997359629665,0.042837365547286954,2014
2014-08-29,-0.027514896622127798,-0.01716591455215501,2014
2014-09-30,0.008515704036551525,0.024001958258787523,2014
2014-10-31,0.02633273860028995,0.027953573410198974,2014
2014-11-28,-0.03198515709633085,-0.002429301709124216,2014
2014-12-31,0.013693001304874585,-0.030075907139377203,2014
2015-01-30,0.08439395618257911,0.06062197579617006,2015
2015-02-27,-0.019120226986142297,-0.013037936408476164,2015
2015-03-31,-0.01502294179737144,0.007893736713069775,2015
2015-04-30,0.02777362348334001,0.013203209399164504,2015
2015-05-29,-0.024134223359480424,-0.01708589930476988,2015
2015-06-30,0.04319542380869605,0.01871750766750916,2015
2015-07-31,-0.05520433254640592,-0.0603375226593106,2015
2015-08-31,-0.03704392208684434,-0.027571118284330162,2015
2015-09-30,0.0947157833773083,0.0786870695788067,2015
2015-10-30,0.009484065211347342,0.003938488087296281,2015
2015-11-30,-0.008382574704124216,-0.019876213550533862,2015
2015-12-31,-0.11288990205619345,-0.05498545956672775,2015
2016-01-29,-0.03294278705725972,-0.0007841514890493499,2016
2016-02-29,0.07101751545611641,0.06841084266058739,2016
2016-03-31,-0.016808992578107307,0.007752456911296998,2016
2016-04-29,0.03704662545153645,0.01807923463410005,2016
2016-05-31,-0.011285964420872062,-0.0001500302010484537,2016
2016-06-30,0.03601045417309603,0.03845890499199308,2016
2016-07-29,0.0029975615961968334,0.0036897479717227255,2016
2016-08-31,0.008312283766364392,0.001609297963371822,2016
2016-09-30,-0.045495146599421436,-0.01758587488840755,2016
2016-10-31,0.042110053000960906,0.044502019254316585,2016
2016-11-30,0.012712601104714135,0.018039625444510345,2016
2016-12-30,0.026511327445012327,0.020683567059157807,2016
2017-01-31,0.04344103145271738,0.03754394855565954,2017
2017-02-28,0.02049874811429319,0.0016474015055420845,2017
2017-03-31,-0.004197196385534855,0.011338664343132653,2017
2017-04-28,-0.005456241541275081,0.013372779162446814,2017
2017-05-31,0.007687186519605208,0.0066161638379392375,2017
2017-06-30,0.03435945595594382,0.020554854349824042,2017
2017-07-31,-0.010878357284584446,0.0035510882084995614,2017
2017-08-31,0.01757939721345399,0.02289414094518781,2017
2017-09-29,0.04817990736267771,0.024813993628160884,2017
2017-10-31,0.010941089742914613,0.032556260216786835,2017
2017-11-30,-0.01002866797590795,0.011869455442126406,2017
2017-12-29,0.1298581086707743,0.05884043545260633,2017
2018-01-31,-0.01691173808476779,-0.035123603671475365,2018
2018-02-28,-0.04154785139702646,-0.023860032818565795,2018
2018-03-29,0.02401594606910055,0.003864809613274814,2018
2018-04-30,0.0625456264926301,0.025454354421158388,2018
2018-05-31,0.008164059978704901,0.005578025496171295,2018
2018-06-29,0.010530710565854745,0.035345141410821374,2018
2018-07-31,0.06707683236212222,0.03604289818270671,2018
2018-08-31,-0.001120260222644856,0.003548670483126054,2018
2018-09-28,-0.16677349413925915,-0.07159878405288324,2018
2018-10-31,0.013702952322462141,0.01913347738509717,2018
2018-11-30,-0.08749197883188699,-0.09231421288763932,2018
2018-12-31,0.15800917777317267,0.08413451678333671,2018
2019-01-31,0.0595672434634705,0.035034461636616096,2019
2019-02-28,0.007645360344441375,0.014549347824251829,2019
2019-03-29,0.015717179585694043,0.042667397218624975,2019
2019-04-30,-0.023369982998770966,-0.06604670154155601,2019
2019-05-31,0.07949872430410757,0.07106755143762056,2019
2019-06-28,0.024019901141435502,0.015409443161977354,2019
2019-07-31,-0.004927652872911512,-0.021338703894400075,2019
2019-08-30,-0.06408088904619744,0.016510013594797597,2019
2019-09-30,0.013171352977419745,0.022456472218667874,2019
2019-10-31,0.050344678166014456,0.03956989114704226,2019
2019-11-29,0.006991757161257116,0.028223086478404644,2019
2019-12-31,-7.870011930105663e-05,0.001896999799443703,2019
2020-01-31,-0.09092591695715398,-0.08001265155445962,2020
2020-02-28,-0.18683894767656256,-0.12705718438560143,2020
2020-03-31,0.155223396977659,0.1343520139823931,2020
2020-04-30,0.04236088452147163,0.053564290400527945,2020
