date,strat_ret,bench_ret,year
2011-01-31,0.03826910479073187,0.03536595547377562,2011
2011-02-28,-0.0003989408903262859,0.005265514192984891,2011
2011-03-31,0.04076252445560332,0.033465804632089216,2011
2011-04-29,-0.007323032403128681,-0.011459129506446456,2011
2011-05-31,-0.019427002417178603,-0.01515726123036213,2011
2011-06-30,-0.025399878819431235,-0.020928099696400186,2011
2011-07-29,-0.06535864735268304,-0.053613060941694296,2011
2011-08-31,-0.10153548691532314,-0.06985348398099589,2011
2011-09-30,0.1429669550901485,0.10913293431964763,2011
2011-10-31,-0.009203089013972791,0.0009294370188799063,2011
2011-11-30,0.011147598410698376,0.0055742505610823865,2011
2011-12-30,0.066507834324758,0.04600693680960932,2011
2012-01-31,0.06912523890069613,0.043909251016186576,2012
2012-02-29,0.014928169061586411,0.026956168718602257,2012
2012-03-30,-0.02363601484149235,-0.006079080475787042,2012
2012-04-30,-0.1001013330697001,-0.0587458916653239,2012
2012-05-31,0.038646763520246936,0.03704376638796119,2012
2012-06-29,-0.007860725366081848,0.011335784567874999,2012
2012-07-31,0.0638920484408918,0.024967580136383942,2012
2012-08-31,0.00808425314238249,0.024638238576694747,2012
2012-09-28,-0.016955870100335963,-0.018017946999555043,2012
2012-10-31,0.02867001022297091,0.007456644463133333,2012
2012-11-30,0.03853887201285598,0.007613405992295758,2012
2012-12-31,0.08228407600070163,0.05514264878981679,2012
2013-01-31,0.011979078179618664,0.013252972309411588,2013
2013-02-28,0.04454141327497267,0.03954562362662859,2013
2013-03-28,0.020585089490654927,0.017346222452357285,2013
2013-04-30,0.04729343772531553,0.023172481278261547,2013
2013-05-31,-0.027688254515464143,-0.013647580725539017,2013
2013-06-28,0.09725501926948087,0.054251496806455,2013
2013-07-31,0.01188883627958196,-0.025162490398516913,2013
2013-08-30,0.015702249632904557,0.03736174835262539,2013
2013-09-30,0.056939113834779474,0.04406721910648034,2013
2013-10-31,0.036679471192734896,0.02771755663210406,2013
2013-11-29,0.011902863038729767,0.027149600267857107,2013
2013-12-31,-0.03572351675076775,-0.035588662263897876,2013
2014-01-31,0.043265214137882584,0.048475525243260556,2014
2014-02-28,-0.008168391582642289,0.002121366321184019,2014
2014-03-31,-0.02511533650513395,0.005931355489890495,2014
2014-04-30,0.02910978762991019,0.02183599895568321,2014
2014-05-30,0.024191959695138314,0.023224387707286485,2014
2014-06-30,-0.008324475318179841,-0.017128932555205457,2014
2014-07-31,0.04099289263773032,0.04398905233662216,2014
2014-08-29,-0.014983656347388883,-0.018867102319041644,2014
2014-09-30,-0.003012142772289278,0.02413221974205333,2014
2014-10-31,0.004953215166857963,0.029267098128750845,2014
2014-11-28,-0.013423019239510434,-0.004250777154967455,2014
2014-12-31,-0.003260039408800394,-0.025985309708685705,2014
2015-01-30,0.07495298678176182,0.05925033555424493,2015
2015-02-27,-0.005656561911842308,-0.013260437808739638,2015
2015-03-31,0.014336709309714306,0.006506824713789353,2015
2015-04-30,0.01896378761395694,0.012293810625399674,2015
2015-05-29,-0.025030485662540986,-0.019817797143776378,2015
2015-06-30,-0.0004014326063195169,0.016313458038753184,2015
2015-07-31,-0.04441134698560807,-0.05996787901423041,2015
2015-08-31,-0.03687326530253696,-0.02751057709322296,2015
2015-09-30,0.11389877367885023,0.07956609617278845,2015
2015-10-30,0.01707985422496876,0.0011504798724020903,2015
2015-11-30,-0.029044903136727678,-0.019935796646031574,2015
2015-12-31,-0.1102626026359905,-0.052931473672575516,2015
2016-01-29,-0.01065761074804084,0.0033197939710986725,2016
2016-02-29,0.09512332551786389,0.06891886034345401,2016
2016-03-31,0.02353643000241678,0.005636570415126039,2016
2016-04-29,0.05126452676121953,0.01735230619190311,2016
2016-05-31,-0.00994448902956797,0.004721065076697211,2016
2016-06-30,0.06905226286980456,0.037815997682044244,2016
2016-07-29,0.015548823028192917,0.00022209733945646737,2016
2016-08-31,0.0396854432347089,0.004245322528687598,2016
2016-09-30,-0.02918094341832715,-0.021917097108158513,2016
2016-10-31,0.05307560941826246,0.0383081039463356,2016
2016-11-30,0.0019983899678644164,0.015605140736670277,2016
2016-12-30,0.023647246311983994,0.021453909693267895,2016
2017-01-31,0.03739037385734433,0.035733173709562166,2017
2017-02-28,0.001891281116203101,0.004292736817571786,2017
2017-03-31,0.03008206124225425,0.012015801036759026,2017
2017-04-28,0.025077356331097735,0.015823253057384787,2017
2017-05-31,-0.01378503709786999,0.002769113973124811,2017
2017-06-30,0.030609611052110193,0.022716147849873265,2017
2017-07-31,0.006233694982657765,0.005896992066400214,2017
2017-08-31,0.013078221486996746,0.020417167834681386,2017
2017-09-29,0.057774037643486514,0.024684433706093738,2017
2017-10-31,0.031861247946217336,0.03285028380029611,2017
2017-11-30,0.005895385174972033,0.01014498745934704,2017
2017-12-29,0.12320944451308546,0.05671534704113232,2017
2018-01-31,-0.008487249303598707,-0.0357378543238837,2018
2018-02-28,-0.03242300365253779,-0.02099600257466678,2018
2018-03-29,0.04250849963714371,0.005716003197054996,2018
2018-04-30,0.031132697045482934,0.026746475352037814,2018
2018-05-31,-0.008897891983803505,0.0060445474991473016,2018
2018-06-29,0.023156040759811158,0.032888050393804755,2018
2018-07-31,0.0332719499516362,0.03930924274252917,2018
2018-08-31,0.001953096042282744,0.006996204846748708,2018
2018-09-28,-0.1274944627372138,-0.07446234234864609,2018
2018-10-31,0.020684834039775436,0.01755087325611706,2018
2018-11-30,-0.0881387551692802,-0.08952503847116422,2018
2018-12-31,0.13615431412356754,0.08306873923946351,2018
2019-01-31,0.022596408346532273,0.035611729233422866,2019
2019-02-28,0.011362970402357259,0.018312586220262113,2019
2019-03-29,0.0428108347335347,0.04077279134026549,2019
2019-04-30,-0.0938566526611816,-0.06466429255279202,2019
2019-05-31,0.06832645741972575,0.07309353592675799,2019
2019-06-28,0.02369235774240796,0.011760509781511278,2019
2019-07-31,-0.05059298612335701,-0.01796251503559087,2019
2019-08-30,-0.0003217636981455882,0.013577304491563476,2019
2019-09-30,0.035604861781641683,0.021772211355333852,2019
2019-10-31,0.053774296191638704,0.03893655430112676,2019
