date,strat_ret,bench_ret,year
2011-01-31,0.04382145712527496,0.03536595547377562,2011
2011-02-28,0.03863112607199779,0.005265514192984891,2011
2011-03-31,0.028672476744763458,0.033465804632089216,2011
2011-04-29,-0.01459799071976072,-0.011459129506446456,2011
2011-05-31,-0.0028285840340523554,-0.01515726123036213,2011
2011-06-30,-0.028511829227638143,-0.020928099696400186,2011
2011-07-29,-0.08241026528194438,-0.053613060941694296,2011
2011-08-31,-0.11046927246044487,-0.06985348398099589,2011
2011-09-30,0.18693040411601863,0.10913293431964763,2011
2011-10-31,-0.009899827699195788,0.0009294370188799063,2011
2011-11-30,0.005474301166085368,0.0055742505610823865,2011
2011-12-30,0.07673545566625642,0.04600693680960932,2011
2012-01-31,0.05108668344442194,0.043909251016186576,2012
2012-02-29,0.019119623772889536,0.026956168718602257,2012
2012-03-30,-0.022954939312953254,-0.006079080475787042,2012
2012-04-30,-0.06610009684767378,-0.0587458916653239,2012
2012-05-31,0.027286410574224717,0.03704376638796119,2012
2012-06-29,-0.021517832984484963,0.011335784567874999,2012
2012-07-31,0.04439866076274736,0.024967580136383942,2012
2012-08-31,0.01950999516821737,0.024638238576694747,2012
2012-09-28,-0.022168742389359914,-0.018017946999555043,2012
2012-10-31,0.02095873504335646,0.007456644463133333,2012
2012-11-30,0.03925020791714184,0.007613405992295758,2012
2012-12-31,0.06427519136300293,0.05514264878981679,2012
2013-01-31,0.009452107591286767,0.013252972309411588,2013
2013-02-28,0.03330666397653332,0.03954562362662859,2013
2013-03-28,-0.0028734058006752846,0.017346222452357285,2013
2013-04-30,0.045022773739648574,0.023172481278261547,2013
2013-05-31,-0.06931630573998547,-0.013647580725539017,2013
2013-06-28,0.08956757699446541,0.054251496806455,2013
2013-07-31,0.020762337043737755,-0.025162490398516913,2013
2013-08-30,0.0509058102202511,0.03736174835262539,2013
2013-09-30,0.06426141286065694,0.04406721910648034,2013
2013-10-31,0.04540046349405827,0.02771755663210406,2013
2013-11-29,0.022283108095949498,0.027149600267857107,2013
2013-12-31,-0.008256073857016294,-0.035588662263897876,2013
2014-01-31,0.06386514119561185,0.048475525243260556,2014
2014-02-28,-0.01282826400410471,0.002121366321184019,2014
2014-03-31,-0.009720505482688163,0.005931355489890495,2014
2014-04-30,0.045796346774581345,0.02183599895568321,2014
2014-05-30,0.03751696822925004,0.023224387707286485,2014
2014-06-30,-0.007642248031058274,-0.017128932555205457,2014
2014-07-31,0.035389040383794215,0.04398905233662216,2014
2014-08-29,-0.029925181978669092,-0.018867102319041644,2014
2014-09-30,0.012967908762578946,0.02413221974205333,2014
2014-10-31,0.010076439062815804,0.029267098128750845,2014
2014-11-28,0.0009158940187109292,-0.004250777154967455,2014
2014-12-31,-0.005252308083719295,-0.025985309708685705,2014
2015-01-30,0.05980362612038546,0.05925033555424493,2015
2015-02-27,-0.028506868490957633,-0.013260437808739638,2015
2015-03-31,0.04497658527090268,0.006506824713789353,2015
2015-04-30,0.00833363819304671,0.012293810625399674,2015
2015-05-29,-0.04216540610202877,-0.019817797143776378,2015
2015-06-30,-0.013567627504230226,0.016313458038753184,2015
2015-07-31,-0.05712064697832706,-0.05996787901423041,2015
