series,n_months,ann_ret,ann_vol,sharpe,max_dd,te,ir,up_capture,down_capture,beta36_mean
xgb_pi_argmax,179,0.12345197512837802,0.2170994039840713,0.6438866274102859,-0.37964649761818414,0.12314607600268318,-0.0264244189177963,1.1171072294542461,1.2681872065257833,1.2121457183409778
xgb_pi_rule_r,179,0.15566067037200804,0.21625448329466204,0.7778806139438674,-0.3240473347507149,0.11956962292900665,0.2105777627470699,1.1611926538393718,1.1451712795202365,1.2239916223716554
xgb_nopi,179,0.14233538000879253,0.2234086610844585,0.7085469189822399,-0.43139972622130307,0.1297015567563222,0.1176088577682583,1.1720892376913212,1.2427900332693067,1.2689719548054244
mom_12_1,179,0.15207533429618447,0.20650773105734777,0.7912662499582043,-0.3056400075551138,0.12517628772967504,0.16265965196724297,1.0992106731727056,1.0526155610606511,1.1325096077711738
vw_benchmark,179,0.14107338376237055,0.1442013091024759,0.9919567820484412,-0.24285630941424285,0.0,,1.0,1.0,1.0
