date,mom_1,mom_2,mom_3,mom_4,mom_5,mom_6,mom_7,mom_8,mom_9,mom_10,mom_11,mom_12
2011-01-31,-0.45635809675547095,-0.6878823162233552,-0.9103946069794465,-0.8638229049902827,-0.5718230565261188,-0.3944647247345898,-0.2007736706185922,0.05320751334252463,0.09328978908139728,0.10036684036013556,0.23213951001502878,0.14439731208692294
2011-02-28,-0.23202348769675096,-0.23550780472542476,-0.2992307997147015,-0.39065852309617555,-0.1952498431239814,0.10293772543798382,0.26871435122434095,0.44678360757958585,0.5304270123683901,0.49966190540959887,0.490176826976335,0.42446090321587365
2011-03-31,0.961591698902779,1.207473689548386,1.179234583268725,1.5316911693054158,1.6647394511305675,1.6902166055212589,1.9088272419691403,1.9394821069530546,1.9440228133685458,1.9665604805365233,1.8954577858732204,1.761215482831794
2011-04-29,0.711990359689573,1.327505175053846,1.4561584746684522,1.4101120650154877,1.6972489341216674,1.7905195256157875,1.8815463862333957,2.018136226898035,2.0282060702683053,1.9943809976543474,1.949410212025723,1.8394386221374064
2011-05-31,0.256761372122612,0.34830756222217274,0.43657391065448514,0.4217460440969411,0.5342805869387804,0.9180235848084031,1.0499313427927093,1.2075112097724057,1.219483228609124,1.3554830749273143,1.344620868202478,1.140865840304194
2011-06-30,-0.006239475322911505,0.03471751207584319,0.19512993723298527,0.3015747265287756,0.4197811956525935,0.5891458044869888,0.9155796296488637,1.1248392451207965,1.212145842709868,1.3206963489016095,1.50160148130088,1.4222513836418882
2011-07-29,0.9662855401349958,0.8767126315440353,1.0298221676389643,1.3041179208838378,1.606691551869759,1.7632688093416504,1.8406938285928711,2.055370355803992,2.116645777642166,2.144586108374487,2.174823710825404,2.14746264628683
2011-08-31,0.4181834216446896,0.6912505719406958,0.6790400908955587,0.7784684307978462,1.0108640699217335,1.2995547271306966,1.4916749391097637,1.625897486245904,1.7580090606621983,1.7592947508057102,1.8039300651638814,1.632187812335765
2011-09-30,-1.3574737392697953,-1.0201812240879375,-1.0385170805288555,-1.1333420289500038,-1.1493973841272935,-0.9676872524715602,-0.8740490985891997,-0.8156612328400697,-0.687433377015785,-0.48565370548129266,-0.41350640297389385,-0.32765702711304284
2011-10-31,-0.45278560063386913,-0.22865429050275374,0.09726920136047905,0.2571977084039611,0.34089005644393544,0.5340134723798003,0.772293651468362,0.8917361121471283,0.9346349595959351,1.0425938916327686,1.2183415995758609,1.1856941142105337
