name,label,n_feat,has_nfci,cv_sharpe_mean,cv_sharpe_std,fold1,fold2,fold3,fold4,fold5
DD+NFCI,DD+NFCI,2,True,0.4872515444665978,0.6654652317554451,1.0403918771871188,0.3596025444329503,-0.5985915394607201,1.3148577960636663,0.3199970441099736
DD+DISP+REL_N+NFCI,swap CS->NFCI,4,True,0.3773150606968125,0.5313150761893506,0.35561659999055667,0.3596070393122696,-0.5789637669924504,0.8914417471736673,0.8588736840000194
DD+CS+DISP+REL_N,PRODUCTION,4,False,0.2945927618002435,0.4633254248679997,0.6138947194060781,0.05976689565957455,-0.4302252071917007,0.9196205283328839,0.30990687279438156
DD+REL_N+CS+NFCI,best-4 (Pass2 test-winner),4,True,0.24332606655971442,0.3608854164339657,0.04565699763791575,0.4703815602280507,-0.327912007043269,0.7233566727868354,0.30514710918903915
DD+CS+NFCI,DD+CS+NFCI,3,True,0.13162414436679148,0.5658552338832975,-0.5894255788837813,0.25415473311796727,-0.452081566176628,0.8378324646146501,0.6076406691617493
