combo,n_features,fold,hmm_seed,n_xgb_seeds,fee,val_sharpe,n_val_months,hmm_elapsed_sec,xgb_elapsed_sec
DD+CS+TERM,3,4,1,5,0.001,1.223654552110332,24,58.36000299453735,71.8868408203125
DD+CS+TERM,3,4,2,5,0.001,1.0369858500608002,24,58.12976312637329,71.3990409374237
DD+CS+TERM,3,5,0,5,0.001,0.5962052767804885,24,68.65449500083923,81.52900910377502
DD+CS+TERM,3,5,1,5,0.001,-0.4819493906433996,24,69.2208411693573,81.10849905014038
DD+CS+TERM,3,5,2,5,0.001,0.13315940743623375,24,70.18396091461182,79.56128096580505
DD+CS+SKEW,3,1,0,5,0.001,0.42625176309848656,24,30.67506718635559,36.29250884056091
DD+CS+SKEW,3,1,1,5,0.001,-0.23264520134144676,24,30.531431198120117,36.82114386558533
DD+CS+SKEW,3,1,2,5,0.001,0.3769618612764585,24,30.937030792236328,36.81658411026001
DD+CS+SKEW,3,2,0,5,0.001,0.303785091192105,24,39.76650881767273,47.81665301322937
DD+CS+SKEW,3,2,1,5,0.001,0.4924011208418561,24,40.607656955718994,48.38936400413513
DD+CS+SKEW,3,2,2,5,0.001,0.09471636225958427,24,40.034828662872314,49.834105014801025
DD+CS+SKEW,3,3,0,5,0.001,-0.5048636976283218,24,48.99561071395874,60.523024797439575
DD+CS+SKEW,3,3,1,5,0.001,-0.33446914981119963,24,48.90640592575073,61.04772615432739
DD+CS+SKEW,3,3,2,5,0.001,-0.4445009756706007,24,49.461780309677124,60.54963207244873
