depth,cv_val_sharpe,fold_std
1,0.4559022371520389,0.5793598879874067
2,0.4370962883558617,0.6818694949004013
3,0.5234525793729695,0.7083331980735836
4,0.5180597726560612,0.7178352979349024
5,0.48274207834756766,0.7413236799410939
6,0.4840582786191339,0.7245430701438785
