name,combo,n_feat,has_nfci,passed,min_ess,n_sig,ll,pi_Dot-com,pi_GFC,pi_COVID,pi_Non-crisis,pi_Calm 2013-19
DD+LVIX+SKEW,"['DD_z', 'LVIX_z', 'SKEW_z']",3,False,True,241.8967880055404,3,-834.4601673184218,0.9972594382666438,0.997778985656163,0.750001713955165,0.21151458200661896,0.0917647898972419
DD+LVIX+TERM,"['DD_z', 'LVIX_z', 'TERM_z']",3,False,True,1500.0,3,-827.7828756306216,0.9992999006985533,0.9990771048009318,0.9953074483048907,0.08829474796715957,0.14781582731769574
DD+LVIX+NFCI,"['DD_z', 'LVIX_z', 'NFCI_z']",3,True,False,47.85914863724286,3,-527.2925107542732,0.939517530817536,0.9869496070164374,0.9537532223033659,0.10407439461617439,0.08710747357525932
DD+ADR+SKEW,"['DD_z', 'ADR_z', 'SKEW_z']",3,False,True,1097.2924206006478,3,-851.2239457307304,0.9159796264588133,0.8677904290784969,0.7499926557521592,0.10332298063786105,0.13073865525175318
DD+ADR+TERM,"['DD_z', 'ADR_z', 'TERM_z']",3,False,True,898.9203267171771,3,-873.5066060165049,0.8943311690341675,0.8610872567769222,0.9685132929957532,0.09526425989898712,0.18576601929410663
DD+ADR+NFCI,"['DD_z', 'ADR_z', 'NFCI_z']",3,True,True,534.4645539270781,3,-599.9418961813631,0.8961524253082193,0.9494531479054263,0.9509756465408352,0.09222284245040814,0.15968839749787442
DD+SKEW+TERM,"['DD_z', 'SKEW_z', 'TERM_z']",3,False,True,923.0983783623124,3,-900.3220385247184,0.9370071480490623,0.88410612132596,0.745742055432009,0.0956107714896503,0.11308739954661966
DD+SKEW+NFCI,"['DD_z', 'SKEW_z', 'NFCI_z']",3,True,True,729.8253911594476,3,-625.1305088488064,0.988793137108649,0.9997479900292007,0.7481014998746092,0.09153849114844864,0.10440172731249979
DD+TERM+NFCI,"['DD_z', 'TERM_z', 'NFCI_z']",3,True,False,5.794713743901458,3,-658.7550287773563,0.748020514627705,0.9509324989748219,0.7164003825034936,0.10237683615034132,0.07796284896328202
DD+VOL+DISP+REL_N,"['DD_z', 'VOL_z', 'DISP_z', 'REL_N_z']",4,False,True,526.43908564689,4,-1059.2035486237453,0.968450111181203,0.8589007394915648,0.9999149796256974,0.18442916448070243,0.09869859667803943
DD+VOL+DISP+CS,"['DD_z', 'VOL_z', 'DISP_z', 'CS_z']",4,False,True,137.21982239198272,4,-1039.9018147463823,0.8988518232712512,0.8848528539041197,0.9864598465849249,0.09274322502484866,0.14644121869426321
DD+VOL+DISP+LVIX,"['DD_z', 'VOL_z', 'DISP_z', 'LVIX_z']",4,False,False,31.19904705643708,4,-1001.5482696400832,0.9807230578990919,0.8923123175845367,0.9996720520554192,0.12613488645183138,0.1288618886738517
DD+VOL+DISP+ADR,"['DD_z', 'VOL_z', 'DISP_z', 'ADR_z']",4,False,True,88.50848931979876,4,-1143.0293806035231,0.8961995477201762,0.8808743588985827,0.828571851266152,0.0942982138381414,0.15726728577679286
DD+VOL+DISP+SKEW,"['DD_z', 'VOL_z', 'DISP_z', 'SKEW_z']",4,False,True,269.8753482713694,4,-1150.5738037197843,0.9893286957014643,0.9049402050815318,0.7499891192560055,0.11586872549668019,0.11273917462593504
DD+VOL+DISP+TERM,"['DD_z', 'VOL_z', 'DISP_z', 'TERM_z']",4,False,True,258.6630779362662,3,-1192.498544280044,0.99596474673794,0.9007412582803065,0.9999920533922674,0.08866357657686773,0.18121770927021708
